Country,Year,CO2_emission_per_capita
Reunion,2006.0,4.661871528
Reunion,2007.0,4.899058555
Reunion,2008.0,4.940390873
Reunion,2009.0,5.082500436
Reunion,2010.0,5.16152366
Romania,1990.0,6.844885455
Romania,1991.0,5.93530343
Romania,1992.0,5.34073445
Romania,1993.0,5.258983036
Romania,1994.0,5.059345905
Romania,1995.0,5.603394519
Romania,1996.0,5.61339591
Romania,1997.0,5.093895127
Romania,1998.0,4.569124984
Romania,1999.0,4.022479632
Romania,2e3,4.054506967
Romania,2001.0,4.328656246
Romania,2002.0,4.187281375
Romania,2003.0,4.375354927
Romania,2004.0,4.366713078
Romania,2005.0,4.394088872
Romania,2006.0,4.726338304
Romania,2007.0,4.663950028
Romania,2008.0,4.383449075
Romania,2009.0,3.728429376
Romania,2010.0,3.664555545
Romania,2011.0,4.016768427
Romania,2012.0,3.807815272
Russia,1990.0,15.89549953
Russia,1991.0,15.27668486
Russia,1992.0,14.36909459
Russia,1993.0,13.18441682
Russia,1994.0,11.5701013
Russia,1995.0,11.17949456
Russia,1996.0,10.99145683
Russia,1997.0,10.52452842
Russia,1998.0,10.33241149
Russia,1999.0,10.44693374
Russia,2e3,10.61594912
Russia,2001.0,10.65854383
Russia,2002.0,10.70318054
Russia,2003.0,11.07690138
Russia,2004.0,11.10699781
Russia,2005.0,11.23126521
Russia,2006.0,11.63309628
Russia,2007.0,11.63649419
Russia,2008.0,11.98271761
Russia,2009.0,11.00363332
Russia,2010.0,12.17571588
Russia,2011.0,12.6516726
Russia,2012.0,12.63752182
Rwanda,1990.0,0.095927471
Rwanda,1991.0,0.091784172
Rwanda,1992.0,0.098873524
Rwanda,1993.0,0.107222347
Rwanda,1994.0,0.109708409
Rwanda,1995.0,0.109930106
Rwanda,1996.0,0.108663877
Rwanda,1997.0,0.103635176
Rwanda,1998.0,0.09240437
Rwanda,1999.0,0.088489028
Rwanda,2e3,0.084667516
Rwanda,2001.0,0.081510694
Rwanda,2002.0,0.079266717
Rwanda,2003.0,0.076993775
Rwanda,2004.0,0.076510514
Rwanda,2005.0,0.057380533
Rwanda,2006.0,0.055923874
Rwanda,2007.0,0.057394733
Rwanda,2008.0,0.05424447
Rwanda,2009.0,0.055828854
Rwanda,2010.0,0.055911118
Samoa,1990.0,0.772848629
Samoa,1991.0,0.767160603
Samoa,1992.0,0.783523618
Samoa,1993.0,0.776967848
Samoa,1994.0,0.726020329
Samoa,1995.0,0.784514166
Samoa,1996.0,0.776612206
Samoa,1997.0,0.768487361
Samoa,1998.0,0.760618406
Samoa,1999.0,0.795422325
Samoa,2e3,0.789204886
Samoa,2001.0,0.804976217
Samoa,2002.0,0.801174309
Samoa,2003.0,0.839189986
Samoa,2004.0,0.856988631
Samoa,2005.0,0.87477414
Samoa,2006.0,0.87221417
Samoa,2007.0,0.889982366
Samoa,2008.0,0.887378146
Samoa,2009.0,0.884498075
Samoa,2010.0,0.881212869
Sao Tome and Principe,1990.0,0.410505496
Sao Tome and Principe,1991.0,0.402209622
Sao Tome and Principe,1992.0,0.394477318
Sao Tome and Principe,1993.0,0.387102712
Sao Tome and Principe,1994.0,0.379850397
Sao Tome and Principe,1995.0,0.372585037
Sao Tome and Principe,1996.0,0.365264613
Sao Tome and Principe,1997.0,0.357986862
Sao Tome and Principe,1998.0,0.35090819
Sao Tome and Principe,1999.0,0.344225793
Sao Tome and Principe,2e3,0.338037491
Sao Tome and Principe,2001.0,0.357898162
Sao Tome and Principe,2002.0,0.402485347
Sao Tome and Principe,2003.0,0.445831476
Sao Tome and Principe,2004.0,0.487877357
Sao Tome and Principe,2005.0,0.504514421
Sao Tome and Principe,2006.0,0.544191349
Sao Tome and Principe,2007.0,0.535922709
Sao Tome and Principe,2008.0,0.527571337
Sao Tome and Principe,2009.0,0.564050498
Sao Tome and Principe,2010.0,0.598559829
Saudi Arabia,1990.0,13.50316734
Saudi Arabia,1991.0,16.06163511
Saudi Arabia,1992.0,16.60989126
Saudi Arabia,1993.0,17.7485654
Saudi Arabia,1994.0,17.05433981
Saudi Arabia,1995.0,12.77494665
Saudi Arabia,1996.0,13.77200585
Saudi Arabia,1997.0,11.36763421
Saudi Arabia,1998.0,10.78389426
Saudi Arabia,1999.0,11.56543017
Saudi Arabia,2e3,14.81188552
Saudi Arabia,2001.0,14.36964959
Saudi Arabia,2002.0,15.20645942
Saudi Arabia,2003.0,14.65197595
Saudi Arabia,2004.0,17.05015534
Saudi Arabia,2005.0,16.53858332
Saudi Arabia,2006.0,17.447964
Saudi Arabia,2007.0,15.42881971
Saudi Arabia,2008.0,15.9822462
Saudi Arabia,2009.0,16.07615522
Saudi Arabia,2010.0,16.92060908
Saudi Arabia,2011.0,17.00606926
Saudi Arabia,2012.0,17.61188831
Senegal,1990.0,0.439499356
Senegal,1991.0,0.45897419
Senegal,1992.0,0.452676899
Senegal,1993.0,0.453985725
Senegal,1994.0,0.479094469
Senegal,1995.0,0.417526723
Senegal,1996.0,0.435295683
Senegal,1997.0,0.370299135
Senegal,1998.0,0.379434873
Senegal,1999.0,0.399310605
Senegal,2e3,0.414270689
Senegal,2001.0,0.443734387
Senegal,2002.0,0.453614553
Senegal,2003.0,0.486730894
Senegal,2004.0,0.498992753
Senegal,2005.0,0.538942505
Senegal,2006.0,0.428725159
Senegal,2007.0,0.464937483
Senegal,2008.0,0.461633711
Senegal,2009.0,0.483059267
Senegal,2010.0,0.56767635
Serbia,1992.0,4.415045856
Serbia,1993.0,3.786734918
Serbia,1994.0,3.636624675
Serbia,1995.0,3.807639603
Serbia,1996.0,4.435206326
Serbia,1997.0,4.765452923
Serbia,1998.0,5.027063599
Serbia,1999.0,3.48269319
Serbia,2e3,3.887784656
Serbia,2001.0,4.200974416
Serbia,2002.0,4.519796804
Serbia,2003.0,4.863690464
Serbia,2004.0,5.343477041
Serbia,2005.0,5.077285886
Serbia,2006.0,5.465792571
Serbia,2007.0,5.313369797
Serbia,2008.0,5.271222677
Serbia,2009.0,4.681853617
Serbia,2010.0,4.662841401
Seychelles,1990.0,1.600240271
Seychelles,1991.0,1.991643454
Seychelles,1992.0,2.274324939
Seychelles,1993.0,2.201450956
Seychelles,1994.0,2.526480761
Seychelles,1995.0,2.550554032
Seychelles,1996.0,2.622724985
Seychelles,1997.0,5.434948952
Seychelles,1998.0,5.714359927
Seychelles,1999.0,6.597266847
Seychelles,2e3,7.17629366
Seychelles,2001.0,8.057697298
Seychelles,2002.0,6.729497354
Seychelles,2003.0,6.825046943
Seychelles,2004.0,9.007918739
Seychelles,2005.0,8.342014616
Seychelles,2006.0,8.830519668
Seychelles,2007.0,7.680690399
Seychelles,2008.0,8.27022563
Seychelles,2009.0,8.774885086
Seychelles,2010.0,8.137035068
Sierra Leone,1990.0,0.097616508
Sierra Leone,1991.0,0.117471656
Sierra Leone,1992.0,0.054361214
Sierra Leone,1993.0,0.054811851
Sierra Leone,1994.0,0.073051131
Sierra Leone,1995.0,0.073364127
Sierra Leone,1996.0,0.081833124
Sierra Leone,1997.0,0.084319596
Sierra Leone,1998.0,0.076974214
Sierra Leone,1999.0,0.072818868
Sierra Leone,2e3,0.102660277
Sierra Leone,2001.0,0.13205231
Sierra Leone,2002.0,0.135093694
Sierra Leone,2003.0,0.137983913
Sierra Leone,2004.0,0.129573769
Sierra Leone,2005.0,0.106013432
Sierra Leone,2006.0,0.137654069
Sierra Leone,2007.0,0.115790411
Sierra Leone,2008.0,0.118255775
Sierra Leone,2009.0,0.113719001
Sierra Leone,2010.0,0.117482591
Singapore,1990.0,15.55944659
Singapore,1991.0,15.29973721
Singapore,1992.0,15.75290459
Singapore,1993.0,16.61556276
Singapore,1994.0,19.30653383
Singapore,1995.0,13.52960291
Singapore,1996.0,15.46207034
Singapore,1997.0,18.86128859
Singapore,1998.0,15.23105404
Singapore,1999.0,13.02175926
Singapore,2e3,12.50257274
Singapore,2001.0,12.44340974
Singapore,2002.0,11.71233261
Singapore,2003.0,7.618604765
Singapore,2004.0,6.843890705
Singapore,2005.0,7.115879149
Singapore,2006.0,6.983366799
Singapore,2007.0,3.896273284
Singapore,2008.0,4.114440755
Singapore,2009.0,5.007368436
Singapore,2010.0,2.657862567
Singapore,2011.0,2.713840991
Singapore,2012.0,2.502661442
Slovak Republic,1990.0,10.09967538
Slovak Republic,1991.0,9.274108325
Slovak Republic,1992.0,8.462893301
Slovak Republic,1993.0,7.55184266
Slovak Republic,1994.0,7.39666108
Slovak Republic,1995.0,7.85046852
Slovak Republic,1996.0,7.699526608
Slovak Republic,1997.0,7.536881516
Slovak Republic,1998.0,7.700169318
Slovak Republic,1999.0,7.518861025
Slovak Republic,2e3,6.90275731
Slovak Republic,2001.0,7.278343963
Slovak Republic,2002.0,7.257179056
Slovak Republic,2003.0,7.300549325
Slovak Republic,2004.0,7.160088597
Slovak Republic,2005.0,7.233132478
Slovak Republic,2006.0,7.178985153
Slovak Republic,2007.0,6.738570282
Slovak Republic,2008.0,6.901654456
Slovak Republic,2009.0,6.215614863
Slovak Republic,2010.0,6.607508917
Slovak Republic,2011.0,6.402682582
Slovak Republic,2012.0,6.482757078
Slovenia,1992.0,6.418820263
Slovenia,1993.0,6.742750988
Slovenia,1994.0,6.806643562
Slovenia,1995.0,7.325109369
Slovenia,1996.0,7.584457357
Slovenia,1997.0,8.026467519
Slovenia,1998.0,7.675086813
Slovenia,1999.0,7.683364794
Slovenia,2e3,7.184088964
Slovenia,2001.0,7.625116196
Slovenia,2002.0,7.742774178
Slovenia,2003.0,7.771158218
Slovenia,2004.0,7.880375256
Slovenia,2005.0,7.924575925
Slovenia,2006.0,8.093731154
Slovenia,2007.0,8.055444436
Slovenia,2008.0,8.511828196
Slovenia,2009.0,7.563256326
Slovenia,2010.0,7.55127245
Solomon Islands,1990.0,0.521225397
Solomon Islands,1991.0,0.506746322
Solomon Islands,1992.0,0.492577248
Solomon Islands,1993.0,0.467909148
Solomon Islands,1994.0,0.444317497
Solomon Islands,1995.0,0.452669817
Solomon Islands,1996.0,0.440364702
Solomon Islands,1997.0,0.42849567
Solomon Islands,1998.0,0.416983281
Solomon Islands,1999.0,0.414961761
Solomon Islands,2e3,0.403687502
Solomon Islands,2001.0,0.410090934
Solomon Islands,2002.0,0.398820971
Solomon Islands,2003.0,0.404341381
Solomon Islands,2004.0,0.393213385
Solomon Islands,2005.0,0.382428171
Solomon Islands,2006.0,0.371980676
Solomon Islands,2007.0,0.398799573
Solomon Islands,2008.0,0.388067132
Solomon Islands,2009.0,0.377772478
Solomon Islands,2010.0,0.374742016
Somalia,1990.0,0.002778094
Somalia,1991.0,5.56814e-4
Somalia,1992.0,0.001681088
Somalia,1993.0,0.001692722
Somalia,1994.0,0.001696424
Somalia,1995.0,0.001685902
Somalia,2e3,0.069873996
Somalia,2001.0,0.066123289
Somalia,2002.0,0.073415653
Somalia,2003.0,0.072121011
Somalia,2004.0,0.070453284
Somalia,2005.0,0.069299414
Somalia,2006.0,0.067349151
Somalia,2007.0,0.069273543
Somalia,2008.0,0.068218889
Somalia,2009.0,0.065132664
Somalia,2010.0,0.065231488
South Africa,1990.0,9.063547759
South Africa,1991.0,9.188038655
South Africa,1992.0,8.405987126
South Africa,1993.0,8.647372569
South Africa,1994.0,8.852466117
South Africa,1995.0,8.536373093
South Africa,1996.0,8.502692148
South Africa,1997.0,8.660250638
South Africa,1998.0,8.55278692
South Africa,1999.0,8.405596029
South Africa,2e3,8.234447518
South Africa,2001.0,7.991048988
South Africa,2002.0,7.555187225
South Africa,2003.0,8.165662922
South Africa,2004.0,9.043477623
South Africa,2005.0,8.287456989
South Africa,2006.0,8.789515823
South Africa,2007.0,9.082425042
South Africa,2008.0,9.427960373
South Africa,2009.0,10.12824343
South Africa,2010.0,9.177268721
South Africa,2011.0,9.047452992
South Africa,2012.0,9.086901625
Spain,1990.0,5.627403916
Spain,1991.0,5.793787606
Spain,1992.0,5.987668069
Spain,1993.0,5.596145622
Spain,1994.0,5.939618144
Spain,1995.0,6.130604687
Spain,1996.0,5.905986144
Spain,1997.0,6.365923957
Spain,1998.0,6.582258254
Spain,1999.0,7.068002606
Spain,2e3,7.30749422
Spain,2001.0,7.304999803
Spain,2002.0,7.602854664
Spain,2003.0,7.637238997
Spain,2004.0,7.942453804
Spain,2005.0,8.144403925
Spain,2006.0,7.951434228
Spain,2007.0,8.030690436
Spain,2008.0,7.293088758
Spain,2009.0,6.315138402
Spain,2010.0,5.852169145
Spain,2011.0,5.999387374
Spain,2012.0,5.932687015
Sri Lanka,1990.0,0.217626438
Sri Lanka,1991.0,0.231585117
Sri Lanka,1992.0,0.285009389
Sri Lanka,1993.0,0.273481879
Sri Lanka,1994.0,0.29897275
Sri Lanka,1995.0,0.318001077
Sri Lanka,1996.0,0.379049841
Sri Lanka,1997.0,0.407291187
Sri Lanka,1998.0,0.419356753
Sri Lanka,1999.0,0.458675419
Sri Lanka,2e3,0.542026557
Sri Lanka,2001.0,0.54142153
Sri Lanka,2002.0,0.575273236
Sri Lanka,2003.0,0.55028812
Sri Lanka,2004.0,0.610095096
Sri Lanka,2005.0,0.58670256
Sri Lanka,2006.0,0.585034346
Sri Lanka,2007.0,0.614418971
Sri Lanka,2008.0,0.580791088
Sri Lanka,2009.0,0.620715977
Sri Lanka,2010.0,0.609237667
Sudan,1990.0,0.263773873
Sudan,1991.0,0.2493312
Sudan,1992.0,0.214559896
Sudan,1993.0,0.12779211
Sudan,1994.0,0.190250053
Sudan,1995.0,0.191940592
Sudan,1996.0,0.173487613
Sudan,1997.0,0.214701915
Sudan,1998.0,0.181422022
Sudan,1999.0,0.191887235
Sudan,2e3,0.203470696
Sudan,2001.0,0.228763606
Sudan,2002.0,0.284958808
Sudan,2003.0,0.311233555
Sudan,2004.0,0.381532112
Sudan,2005.0,0.350443336
Sudan,2006.0,0.367321241
Sudan,2007.0,0.390491087
Sudan,2008.0,0.382117945
Sudan,2009.0,0.4190638
Sudan,2010.0,0.415146789
Suriname,1990.0,4.4516536
Suriname,1991.0,5.08703158
Suriname,1992.0,5.042642803
Suriname,1993.0,5.07945483
Suriname,1994.0,5.029814633
Suriname,1995.0,5.004740931
Suriname,1996.0,4.820893
Suriname,1997.0,4.780220721
Suriname,1998.0,4.763750283
Suriname,1999.0,4.67472744
Suriname,2e3,4.555392285
Suriname,2001.0,4.78633634
Suriname,2002.0,4.688988306
Suriname,2003.0,4.602163791
Suriname,2004.0,4.64618695
Suriname,2005.0,4.766063014
Suriname,2006.0,4.836476779
Suriname,2007.0,4.786958772
Suriname,2008.0,4.74113997
Suriname,2009.0,4.746781672
Suriname,2010.0,4.542832237
Swaziland,1990.0,0.492884654
Swaziland,1991.0,0.367713203
Swaziland,1992.0,0.290698315
Swaziland,1993.0,0.142483971
Swaziland,1994.0,0.512492535
Swaziland,1995.0,0.471846112
Swaziland,1996.0,0.346322281
Swaziland,1997.0,1.194515294
Swaziland,1998.0,1.179797053
Swaziland,1999.0,1.182373664
Swaziland,2e3,1.116717677
Swaziland,2001.0,1.064103888
Swaziland,2002.0,1.039610803
Swaziland,2003.0,0.956471368
Swaziland,2004.0,0.940525386
Swaziland,2005.0,0.922549579
Swaziland,2006.0,0.908789398
Swaziland,2007.0,0.938505529
Swaziland,2008.0,0.949860795
Swaziland,2009.0,0.875597533
Swaziland,2010.0,0.862522512
Sweden,1990.0,5.973285987
Sweden,1991.0,6.176551063
Sweden,1992.0,6.363158109
Sweden,1993.0,5.953842672
Sweden,1994.0,6.204150425
Sweden,1995.0,5.748230032
Sweden,1996.0,6.521109372
Sweden,1997.0,5.854949148
Sweden,1998.0,5.983782634
Sweden,1999.0,5.77265274
Sweden,2e3,5.619504163
Sweden,2001.0,5.759176144
Sweden,2002.0,6.450358359
Sweden,2003.0,6.130266398
Sweden,2004.0,6.072200103
Sweden,2005.0,5.709937986
Sweden,2006.0,5.452381206
Sweden,2007.0,5.245428615
Sweden,2008.0,5.315688399
Sweden,2009.0,4.697578126
Sweden,2010.0,5.598303369
Sweden,2011.0,5.196744882
Sweden,2012.0,4.723791211
Switzerland,1990.0,6.422138038
Switzerland,1991.0,6.230517116
Switzerland,1992.0,6.318888141
Switzerland,1993.0,5.914539747
Switzerland,1994.0,5.935159716
Switzerland,1995.0,5.589305069
Switzerland,1996.0,5.654516719
Switzerland,1997.0,5.847650529
Switzerland,1998.0,5.880215442
Switzerland,1999.0,5.702370176
Switzerland,2e3,5.447382044
Switzerland,2001.0,5.959870164
Switzerland,2002.0,5.611965123
Switzerland,2003.0,5.501697578
Switzerland,2004.0,5.486627622
Switzerland,2005.0,5.579360883
Switzerland,2006.0,5.606771688
Switzerland,2007.0,5.054235042
Switzerland,2008.0,5.333057624
Switzerland,2009.0,5.457750306
Switzerland,2010.0,5.056288113
Switzerland,2011.0,4.797962048
Switzerland,2012.0,4.914758682
Syria,1990.0,3.038568175
Syria,1991.0,3.40339195
Syria,1992.0,3.401303523
Syria,1993.0,3.505744821
Syria,1994.0,3.514165174
Syria,1995.0,3.104386641
Syria,1996.0,3.047465054
Syria,1997.0,2.757318296
Syria,1998.0,3.307648793
Syria,1999.0,3.363207367
Syria,2e3,3.192517004
Syria,2001.0,2.964542857
Syria,2002.0,2.302944969
Syria,2003.0,3.103545487
Syria,2004.0,2.838465771
Syria,2005.0,2.739071584
Syria,2006.0,2.832061721
Syria,2007.0,2.972039494
Syria,2008.0,3.437245341
Syria,2009.0,3.096977956
Syria,2010.0,3.030434275
Taiwan,1990.0,6.21007989
Taiwan,1991.0,6.688821654
Taiwan,1992.0,7.138186623
Taiwan,1993.0,7.66513454
Taiwan,1994.0,7.943314528
Taiwan,1995.0,8.374260216
Taiwan,1996.0,8.708546929
Taiwan,1997.0,9.2846866
Taiwan,1998.0,9.085890507
Taiwan,1999.0,9.342935902
Taiwan,2e3,9.811882973
Taiwan,2001.0,10.15736927
Taiwan,2002.0,10.59284664
Taiwan,2003.0,10.93656567
Taiwan,2004.0,11.51947956
Taiwan,2005.0,11.42528229
Taiwan,2006.0,11.72345126
Taiwan,2007.0,11.96258221
Taiwan,2008.0,11.23307593
Taiwan,2009.0,10.53955196
Taiwan,2010.0,11.31371697
Taiwan,2011.0,11.40762546
Taiwan,2012.0,11.35166267
Tajikistan,1992.0,1.308142634
Tajikistan,1993.0,0.921910112
Tajikistan,1994.0,0.413574157
Tajikistan,1995.0,0.424097316
Tajikistan,1996.0,0.482395713
Tajikistan,1997.0,0.362029908
Tajikistan,1998.0,0.414255843
Tajikistan,1999.0,0.412662092
Tajikistan,2e3,0.362341908
Tajikistan,2001.0,0.367691083
Tajikistan,2002.0,0.299245491
Tajikistan,2003.0,0.327508873
Tajikistan,2004.0,0.401025172
Tajikistan,2005.0,0.377846374
Tajikistan,2006.0,0.406868288
Tajikistan,2007.0,0.488006074
Tajikistan,2008.0,0.45316766000000003
Tajikistan,2009.0,0.426482924
Tajikistan,2010.0,0.415780045
Tanzania,1990.0,0.093109435
Tanzania,1991.0,0.092462095
Tanzania,1992.0,0.086716482
Tanzania,1993.0,0.093645381
Tanzania,1994.0,0.084146983
Tanzania,1995.0,0.118655884
Tanzania,1996.0,0.112442449
Tanzania,1997.0,0.091224327
Tanzania,1998.0,0.078906191
Tanzania,1999.0,0.076431907
Tanzania,2e3,0.077883174
Tanzania,2001.0,0.089574137
Tanzania,2002.0,0.100179091
Tanzania,2003.0,0.103456859
Tanzania,2004.0,0.11518087
Tanzania,2005.0,0.144660963
Tanzania,2006.0,0.149243355
Tanzania,2007.0,0.149726607
Tanzania,2008.0,0.154672995
Tanzania,2009.0,0.148099685
Tanzania,2010.0,0.152664574
Thailand,1990.0,1.679011937
Thailand,1991.0,1.823310178
Thailand,1992.0,1.978109344
Thailand,1993.0,2.228078704
Thailand,1994.0,2.460084721
Thailand,1995.0,2.809218647
Thailand,1996.0,3.10246467
Thailand,1997.0,3.168676259
Thailand,1998.0,2.774066454
Thailand,1999.0,2.928990862
Thailand,2e3,2.982158924
Thailand,2001.0,3.163028885
Thailand,2002.0,3.340746828
Thailand,2003.0,3.55172122
Thailand,2004.0,3.819561062
Thailand,2005.0,3.840357209
Thailand,2006.0,3.882308397
Thailand,2007.0,3.867183746
Thailand,2008.0,3.835101888
Thailand,2009.0,4.025289042
Thailand,2010.0,4.271486171
Thailand,2011.0,4.467200073
Thailand,2012.0,4.618950654
Timor-Leste,2002.0,0.181661429
Timor-Leste,2003.0,0.173230082
Timor-Leste,2004.0,0.1806937
Timor-Leste,2005.0,0.174194129
Timor-Leste,2006.0,0.172993944
Timor-Leste,2007.0,0.172830428
Timor-Leste,2008.0,0.176584249
Timor-Leste,2009.0,0.16668379
Timor-Leste,2010.0,0.163056449
Togo,1990.0,0.211066639
Togo,1991.0,0.225023903
Togo,1992.0,0.21869983
Togo,1993.0,0.222022094
Togo,1994.0,0.208981746
Togo,1995.0,0.233346029
Togo,1996.0,0.25177777
Togo,1997.0,0.226777233
Togo,1998.0,0.25910115
Togo,1999.0,0.3303407
Togo,2e3,0.283021912
Togo,2001.0,0.235952056
Togo,2002.0,0.243916008
Togo,2003.0,0.282964931
Togo,2004.0,0.264169418
Togo,2005.0,0.247470866
Togo,2006.0,0.220799333
Togo,2007.0,0.232863496
Togo,2008.0,0.251983337
Togo,2009.0,0.254722001
Togo,2010.0,0.255483014
Tonga,1990.0,0.809248555
Tonga,1991.0,0.961824318
Tonga,1992.0,0.922180538
Tonga,1993.0,1.074582291
Tonga,1994.0,1.111215614
Tonga,1995.0,1.146944436
Tonga,1996.0,1.14349869
Tonga,1997.0,1.177270734
Tonga,1998.0,1.13441825
Tonga,1999.0,1.317171468
Tonga,2e3,1.235513351
Tonga,2001.0,1.452130468
Tonga,2002.0,1.48068879
Tonga,2003.0,1.766022135
Tonga,2004.0,1.718418656
Tonga,2005.0,1.562200688
Tonga,2006.0,1.732556308
Tonga,2007.0,1.506053553
Tonga,2008.0,1.567712888
Tonga,2009.0,1.664750754
Tonga,2010.0,1.515180636
Trinidad and Tobago,1990.0,13.95180341
Trinidad and Tobago,1991.0,17.1917165
Trinidad and Tobago,1992.0,17.00853682
Trinidad and Tobago,1993.0,13.52455391
Trinidad and Tobago,1994.0,15.84304336
Trinidad and Tobago,1995.0,16.62064794
Trinidad and Tobago,1996.0,17.16513602
Trinidad and Tobago,1997.0,15.07534537
Trinidad and Tobago,1998.0,15.07418472
Trinidad and Tobago,1999.0,17.72827269
Trinidad and Tobago,2e3,18.97102658
Trinidad and Tobago,2001.0,19.29226402
Trinidad and Tobago,2002.0,20.65777693
Trinidad and Tobago,2003.0,21.20440662
Trinidad and Tobago,2004.0,23.64577023
Trinidad and Tobago,2005.0,21.72594204
Trinidad and Tobago,2006.0,24.3478454
Trinidad and Tobago,2007.0,35.04386203
Trinidad and Tobago,2008.0,31.95771727
Trinidad and Tobago,2009.0,36.04796851
Trinidad and Tobago,2010.0,37.77735535
Trinidad and Tobago,2011.0,36.93268017
Trinidad and Tobago,2012.0,34.83642401
Tunisia,1990.0,1.614829063
Tunisia,1991.0,1.849183824
Tunisia,1992.0,1.761447818
Tunisia,1993.0,1.902474324
Tunisia,1994.0,1.809467469
Tunisia,1995.0,1.76079975
Tunisia,1996.0,1.850867979
Tunisia,1997.0,1.849165891
Tunisia,1998.0,1.942703714
Tunisia,1999.0,1.957785894
Tunisia,2e3,2.106678672
Tunisia,2001.0,2.180460813
Tunisia,2002.0,2.181157781
Tunisia,2003.0,2.200638128
Tunisia,2004.0,2.286900966
Tunisia,2005.0,2.300148418
Tunisia,2006.0,2.308450238
Tunisia,2007.0,2.35591968
Tunisia,2008.0,2.440669476
Tunisia,2009.0,2.393129475
Tunisia,2010.0,2.468832135
Turkey,1990.0,2.694272023
Turkey,1991.0,2.698420596
Turkey,1992.0,2.733170905
Turkey,1993.0,2.793516506
Turkey,1994.0,2.708119828
Turkey,1995.0,2.921204315
Turkey,1996.0,3.145677775
Turkey,1997.0,3.265863119
Turkey,1998.0,3.248784895
Turkey,1999.0,3.138322808
Turkey,2e3,3.396750939
Turkey,2001.0,3.013720544
Turkey,2002.0,3.142425025
Turkey,2003.0,3.293506192
Turkey,2004.0,3.352171129
Turkey,2005.0,3.483062855
Turkey,2006.0,3.787048964
Turkey,2007.0,4.066597141
Turkey,2008.0,4.021902589
Turkey,2009.0,3.866865892
Turkey,2010.0,4.095749975
Turkey,2011.0,4.307948975
Turkey,2012.0,4.176094302
Turkmenistan,1992.0,7.229485281
Turkmenistan,1993.0,6.929335789
Turkmenistan,1994.0,8.173092888
Turkmenistan,1995.0,8.265739576
Turkmenistan,1996.0,7.34847189
Turkmenistan,1997.0,6.95450398
Turkmenistan,1998.0,6.026446929
Turkmenistan,1999.0,7.811417815
Turkmenistan,2e3,7.855596943
Turkmenistan,2001.0,8.626670068
Turkmenistan,2002.0,8.748011544
Turkmenistan,2003.0,9.081640674
Turkmenistan,2004.0,9.226054808
Turkmenistan,2005.0,9.55620722
Turkmenistan,2006.0,9.631988136
Turkmenistan,2007.0,11.01318428
Turkmenistan,2008.0,11.20039948
Turkmenistan,2009.0,9.743814452
Turkmenistan,2010.0,10.52149662
Turkmenistan,2011.0,11.30867781
Turkmenistan,2012.0,10.6810338
Turks and Caicos Islands,1995.0,0.7174069
Turks and Caicos Islands,1996.0,0.69361246
Turks and Caicos Islands,1997.0,0.675883257
Turks and Caicos Islands,1998.0,0.87494283
Turks and Caicos Islands,1999.0,0.834613707
Turks and Caicos Islands,2e3,0.777124287
Turks and Caicos Islands,2001.0,0.707577512
Turks and Caicos Islands,2002.0,4.296129144
Turks and Caicos Islands,2003.0,4.006504065
Turks and Caicos Islands,2004.0,3.641824223
Turks and Caicos Islands,2005.0,3.96318496
Turks and Caicos Islands,2006.0,4.387849033
Turks and Caicos Islands,2007.0,4.58280045
Turks and Caicos Islands,2008.0,4.384501298
Turks and Caicos Islands,2009.0,4.328655881
Turks and Caicos Islands,2010.0,4.206427839
Uganda,1990.0,0.045367957
Uganda,1991.0,0.045245984
Uganda,1992.0,0.044342988
Uganda,1993.0,0.04254855
Uganda,1994.0,0.037768056
Uganda,1995.0,0.047701171
Uganda,1996.0,0.05190872
Uganda,1997.0,0.051876195
Uganda,1998.0,0.059210261
Uganda,1999.0,0.05995946
Uganda,2e3,0.063299016
Uganda,2001.0,0.064867712
Uganda,2002.0,0.064678129
Uganda,2003.0,0.064135222
Uganda,2004.0,0.067280409
Uganda,2005.0,0.080345994
Uganda,2006.0,0.090386244
Uganda,2007.0,0.10308759
Uganda,2008.0,0.100852839
Uganda,2009.0,0.103991889
Uganda,2010.0,0.11320975
Ukraine,1992.0,12.42546493
Ukraine,1993.0,10.59354644
Ukraine,1994.0,8.699740305
Ukraine,1995.0,8.722384847
Ukraine,1996.0,8.120373239
Ukraine,1997.0,6.776832883
Ukraine,1998.0,6.590570454
Ukraine,1999.0,6.735775352
Ukraine,2e3,6.560310437
Ukraine,2001.0,6.638455544
Ukraine,2002.0,6.63417913
Ukraine,2003.0,7.393012154
Ukraine,2004.0,7.257285789
Ukraine,2005.0,7.114472751
Ukraine,2006.0,7.006612487
Ukraine,2007.0,7.0775726
Ukraine,2008.0,7.03235908
Ukraine,2009.0,5.726543645
Ukraine,2010.0,6.706011127
Ukraine,2011.0,7.129996799
Ukraine,2012.0,7.211222417
United Arab Emirates,1990.0,28.75324875
United Arab Emirates,1991.0,29.84883678
United Arab Emirates,1992.0,28.86225989
United Arab Emirates,1993.0,31.09497523
United Arab Emirates,1994.0,32.74741974
United Arab Emirates,1995.0,30.07600328
United Arab Emirates,1996.0,16.59496717
United Arab Emirates,1997.0,15.94508113
United Arab Emirates,1998.0,29.57288649
United Arab Emirates,1999.0,27.05096263
United Arab Emirates,2e3,37.1031264
United Arab Emirates,2001.0,32.19789338
