Country,term,estimate,std.error,statistic,p.value
Poland,slope,-0.06917855203557367,0.012149254876215312,-5.694057186256339,1.1879220054586706e-5
Portugal,(Intercept),-64.58227367026204,37.56275583418731,-1.7193167070953626,0.10026381950665386
Portugal,slope,0.034963381389327655,0.01877188877919616,1.862539342768514,0.07657759187375801
Qatar,(Intercept),398.8049184338749,680.4085537835895,0.5861256684916967,0.5640384711671372
Qatar,slope,-0.17291972119568738,0.3400323914576699,-0.5085389672860442,0.6163764615929745
Reunion,(Intercept),-272.8512799991512,12.494520026740338,-21.837675990370528,6.4056352106918134e-15
Reunion,slope,0.13832703202857555,0.006247231380291958,22.14213362817866,4.970829806408033e-15
Romania,(Intercept),197.07479260410474,28.84083677931196,6.833185670447327,9.349670654441479e-7
Romania,slope,-0.09614064228656125,0.014413132590965223,-6.670350229541798,1.3313711281957637e-6
Russia,(Intercept),177.83319313033113,91.61348736315706,1.9411245903716996,0.06578321065236849
Russia,slope,-0.08294285749011614,0.04578360019821175,-1.8116281186064476,0.08437103286402473
Rwanda,(Intercept),5.944870472978638,0.651212069947341,9.128931645046688,2.237054038446936e-8
Rwanda,slope,-0.0029309525870131283,3.2560454262293677e-4,-9.001571548733859,2.785181297977316e-8
Samoa,(Intercept),-14.02850367988809,1.6637892181697127,-8.43165920700006,7.612133441512474e-8
Samoa,slope,0.007421246346753567,8.318907962607776e-4,8.92093815692028,3.203017186843784e-8
Sao Tome and Principe,(Intercept),-20.243601171533605,3.856923388796011,-5.248639687876432,4.576174939705927e-5
Sao Tome and Principe,slope,0.010337801919481086,0.0019284528556760053,5.360671322119121,3.575171076961228e-5
Saudi Arabia,(Intercept),-215.9228374772445,124.45756051643683,-1.7349113752613532,0.09741119240038892
Saudi Arabia,slope,0.11551983210474377,0.062197339674909265,1.8573114655472167,0.07734782442045116
Senegal,(Intercept),-6.685440436801202,3.0876558605838365,-2.1652155352368414,0.043305643480249484
Senegal,slope,0.0035695872519482196,0.0015438208544625506,2.3121771166842398,0.03213969448716044
Serbia,(Intercept),-138.00640038977502,40.938933243913105,-3.371030690212089,0.003628200319906316
Serbia,slope,0.07124769609473489,0.020459160358411402,3.4824349996085115,0.002850545838543471
Seychelles,(Intercept),-806.4873807375353,76.57140285021907,-10.532487987912422,2.2673364935446836e-9
Seychelles,slope,0.4061328765493628,0.03828552595018438,10.608000451079263,2.0171238590115493e-9
Sierra Leone,(Intercept),-5.563849959130194,1.5334173724761455,-3.6283989336482803,0.001789000363059868
Sierra Leone,slope,0.0028327083493508106,7.667051721807532e-4,3.694651415085264,0.0015383856997079608
Singapore,(Intercept),1534.095159841948,131.62368226161442,11.655160632816745,1.2443014906947157e-10
Singapore,slope,-0.7613462010790648,0.06577859023523741,-11.574376987350114,1.4131285903901328e-10
Slovak Republic,(Intercept),227.97928121592466,30.815680594038255,7.398158237012315,2.8184818338049723e-7
Slovak Republic,slope,-0.11022255298814214,0.015400055611469093,-7.157282789683863,4.675082619031137e-7
Slovenia,(Intercept),-120.76891956194252,31.32749133435289,-3.8550459809563673,0.0012696980375314717
Slovenia,slope,0.0641462372403511,0.015655859057626148,4.097267163957045,7.511456853573793e-4
Solomon Islands,(Intercept),13.495911705117097,1.1896850402213832,11.344104741037764,6.654387965022496e-10
Solomon Islands,slope,-0.006536284541558547,5.948397937678845e-4,-10.988310819213792,1.1295582205918265e-9
Somalia,(Intercept),-8.684325512265037,1.1395180240743938,-7.621051469825701,1.55715819477626e-6
Somalia,slope,0.004363425966906959,5.695884123509918e-4,7.6606649157359055,1.4624010066470807e-6
South Africa,(Intercept),-41.09583118152967,33.15237260553538,-1.2396045275706145,0.22879632707318895
South Africa,slope,0.02490138142885475,0.016567811319934386,1.5029976469428654,0.14772976230564142
Spain,(Intercept),-99.42478153014726,51.97151413764614,-1.9130630149974373,0.06947311871464842
Spain,slope,0.05304046704841897,0.02597262797716189,2.042167896720279,0.053893114427421375
Sri Lanka,(Intercept),-43.638454921308565,3.0701688838576113,-14.213698520218745,1.4136129151915917e-11
Sri Lanka,slope,0.022050300198701897,0.001535077406173484,14.364292061119635,1.176032329259653e-11
Sudan,(Intercept),-24.249937292105344,3.820556921123813,-6.347225756022043,4.329827382498877e-6
Sudan,slope,0.012261485062338384,0.0019102697051791553,6.418719319630542,3.733283235110392e-6
Suriname,(Intercept),31.365140797869593,11.936314570339528,2.627707288798222,0.01657413218404467
Suriname,slope,-0.013291278733768125,0.005968129931303598,-2.227042454966284,0.0382336217336653
Swaziland,(Intercept),-64.15824635476406,19.23132804728218,-3.336131867597728,0.0034707937529958963
Swaziland,slope,0.03247808464285821,0.009615619952150637,3.3776381350839615,0.0031602722355328562
Sweden,(Intercept),112.18799908291618,21.395260136949332,5.243591261092871,3.37970515615384e-5
Sweden,slope,-0.05318646997727379,0.010692225178197488,-4.97431255803762,6.368716950120741e-5
Switzerland,(Intercept),116.50531540942593,12.354403174116564,9.430266583295067,5.357001872945223e-9
Switzerland,slope,-0.05541401531422976,0.0061740806063752375,-8.975265929798569,1.2418965054787609e-8
Syria,(Intercept),40.52690197135771,20.600969853753295,1.9672327205495184,0.06393133140735095
Syria,slope,-0.018716949884416943,0.010300437716645301,-1.8171023794620618,0.08500953676485251
Taiwan,(Intercept),-472.27161488398605,41.18809095107748,-11.466217636669356,1.677306711476669e-10
Taiwan,slope,0.24089398980039714,0.020583640502152483,11.703177082557687,1.154030760113842e-10
Tajikistan,(Intercept),42.32798635065947,17.884843895015873,2.3666958794342836,0.03008223009131686
Tajikistan,slope,-0.02091498221929904,0.008937919487379146,-2.3400280399518243,0.031739269488288306
Tanzania,(Intercept),-6.789731930372614,1.3468651218419583,-5.041137245492741,7.252808505493644e-5
Tanzania,slope,0.0034499393805196396,6.734294743762948e-4,5.12294087471423,6.045664739489498e-5
Thailand,(Intercept),-236.19497260684628,12.469677955037321,-18.941545520141652,1.1094430233797129e-14
Thailand,slope,0.11965976741699724,0.006231688876014527,19.20181989148431,8.455487607270847e-15
Timor-Leste,(Intercept),3.6386250176777826,1.0059213708513792,3.6172061983315538,0.008541875808570113
Timor-Leste,slope,-0.0017273566500000024,5.014559010925571e-4,-3.444683064326274,0.010768614162611807
Togo,(Intercept),-3.1010288401471864,1.972159320546771,-1.5724028012541311,0.13236163811399074
Togo,slope,0.0016733830740259738,9.860751407726805e-4,1.6970137516241657,0.10601532418779408
Tonga,(Intercept),-82.47961103493267,9.073008330270893,-9.090657479035961,2.3888471065434e-8
Tonga,slope,0.041906462258442516,0.004536483372967635,9.237653665426867,1.8582636925305702e-8
Trinidad and Tobago,(Intercept),-2180.909787294008,230.37397498069072,-9.466823617888286,5.0126550936821285e-9
Trinidad and Tobago,slope,1.1012439299407288,0.11512879020508134,9.565321827659787,4.194481779123359e-9
Tunisia,(Intercept),-79.0501453420455,4.786539912730088,-16.515091649357593,1.0014407488445867e-12
Tunisia,slope,0.04056130389740369,0.002393258987286489,16.948146486809048,6.30923972565927e-13
Turkey,(Intercept),-142.47268375045365,10.840006947437718,-13.143228084750472,1.3356772439661602e-11
Turkey,slope,0.07288144891798522,0.005417265061202267,13.45355047142745,8.599840889013993e-12
Turkmenistan,(Intercept),-431.3798646063233,53.19394787491852,-8.10956663003618,1.368549026976709e-7
Turkmenistan,slope,0.2198970179039006,0.026570281996940212,8.2760513392076,1.0089065632063945e-7
Turks and Caicos Islands,(Intercept),-654.2231538599555,95.52356711883728,-6.84881410517324,7.948962141967368e-6
Turks and Caicos Islands,slope,0.3280477371911763,0.047702029472417896,6.877018458530343,7.5980311405961314e-6
Uganda,(Intercept),-6.883947329454845,0.5854955140129752,-11.757472371175655,3.65488225027343e-10
Uganda,slope,0.003475356144155993,2.927464152551592e-4,11.871558328483223,3.1066282645333924e-10
Ukraine,(Intercept),320.3389344233178,86.78949926030504,3.6909872410086764,0.0015512875104732402
Ukraine,slope,-0.15624767852337362,0.04335119993616512,-3.6042296119472863,0.0018901688261723543
United Arab Emirates,(Intercept),544.1069849158498,311.1890892859343,1.7484770631398976,0.09498656451928375
United Arab Emirates,slope,-0.25837886481225786,0.1555159317692615,-1.6614301947893915,0.11148450896960792
United Kingdom,(Intercept),227.40718078574375,18.20468546638239,12.491684143935599,3.459936513178056e-11
United Kingdom,slope,-0.1091281736729267,0.009097743848819305,-11.99508092185836,7.336900153899214e-11
United States,(Intercept),195.21276753255438,54.40866737841698,3.5878983430127542,0.0017324800202599036
United States,slope,-0.08806059179842143,0.02719058892165598,-3.2386423130499193,0.003934005145948446
Uruguay,(Intercept),-71.94991297601932,17.401382437422253,-4.13472396430347,5.632739091514363e-4
Uruguay,slope,0.0368214624103906,0.0087006513408172,4.232035162430976,4.5111972282213053e-4
Uzbekistan,(Intercept),104.2770019874106,20.97281635975759,4.972007583468674,8.463036494603774e-5
Uzbekistan,slope,-0.04979551409220832,0.010475884329156002,-4.753347071007621,1.3824998172286816e-4
Vanuatu,(Intercept),6.590169301580125,5.665073890584714,1.163298030857622,0.2591106753543346
Vanuatu,slope,-0.0030859153051948237,0.0028325239629206113,-1.0894577929758946,0.2895776476062971
Venezuela,(Intercept),-102.14115978725012,33.73414319017919,-3.0278273027840186,0.006401022305418609
Venezuela,slope,0.05427895603458602,0.016858549644836573,3.2196693771466007,0.004111403737978874
Vietnam,(Intercept),-149.8688822606655,6.778845616792527,-22.108319134663716,5.009475039843676e-16
Vietnam,slope,0.07534986335869685,0.0033877103301870634,22.242121083161255,4.4352531624826025e-16
Wallis et Futuna,(Intercept),-155.28258190496405,61.357856074117,-2.5307693560444977,0.03521322708704023
Wallis et Futuna,slope,0.07834972421818202,0.03059476098005909,2.5608869528102685,0.033600568886304916
West Bank and Gaza,(Intercept),-76.65508470445111,14.33532938948592,-5.347284504022132,1.7437644539866555e-4
West Bank and Gaza,slope,0.038479308613188185,0.007155128711047929,5.37786393049421,1.6592884354154033e-4
Western Sahara,(Intercept),47.84941812488477,2.569339077476021,18.623239939155653,1.1597594779832845e-13
Western Sahara,slope,-0.023580385101299523,0.0012846636507097713,-18.355298749420875,1.5064385275102819e-13
Zambia,(Intercept),15.344574916238463,1.8316147537320004,8.377621377515755,8.391486519089934e-8
Zambia,slope,-0.007563738114285896,9.158031794443801e-4,-8.259130656081402,1.0404871467569109e-7
Zimbabwe,(Intercept),94.03385458415484,5.6672895408885,16.592385814368065,9.21459179136183e-13
Zimbabwe,slope,-0.04647062271948217,0.0028336317829950066,-16.399668791957527,1.1347062846425028e-12
