Country,term,estimate,std.error,statistic,p.value
Denmark,(Intercept),359.708330759324,58.72482855105681,6.1253193859320465,4.454390351582556e-6
Denmark,slope,-0.17491608809783046,0.029347579155374087,-5.960153891119162,6.469153713079866e-6
Djibouti,(Intercept),15.00727403511289,3.469307717638039,4.3257258382747565,3.6438768872202844e-4
Djibouti,slope,-0.0071936117103897764,0.0017346459083768253,-4.1470202510212095,5.476837200474777e-4
Dominica,(Intercept),-129.43220567746357,9.106740070442324,-14.212792357779122,1.4151859069167949e-11
Dominica,slope,0.06540484630389844,0.004553349165751977,14.36411834959662,1.176280868646079e-11
Ecuador,(Intercept),-54.257155966227884,13.823599511777587,-3.9249658469924027,7.772171061165392e-4
Ecuador,slope,0.028101713511858008,0.006908307625476798,4.067814439563045,5.525054432753287e-4
Egypt,(Intercept),-122.1678615634582,6.417326308610336,-19.03719020794402,1.0036617678780456e-14
Egypt,slope,0.062034860021739954,0.0032070420034358226,19.343326328523204,7.304708747438173e-15
El Salvador,(Intercept),-50.72080947952863,6.748433677867346,-7.515938053281355,4.1815401273649374e-7
El Salvador,slope,0.025823863602597644,0.0033742013738794828,7.653326147783141,3.215549293567943e-7
Equatorial Guinea,(Intercept),-1006.060705138997,163.39500733708226,-6.157230392379762,6.441213457396898e-6
Equatorial Guinea,slope,0.5049879018597603,0.08169712922422362,6.181219666529344,6.124574699510525e-6
Eritrea,(Intercept),0.7776186322501971,4.017793036998068,0.1935437253958711,0.8491296328099401
Eritrea,slope,-3.2102294852951016e-4,0.002006883620251561,-0.15996091915348346,0.87504602280155
Estonia,(Intercept),-12.22586602877905,96.00503384896307,-0.12734609362268456,0.9001606894078605
Estonia,slope,0.012248937385959705,0.04797834792196714,0.2553013581435026,0.8015534978179146
Ethiopia,(Intercept),-2.3219107457490282,0.6798203431611084,-3.4154769993382885,0.0029010816762147446
Ethiopia,slope,0.0011951938922078473,3.3990861366964503e-4,3.516221255191398,0.002308754313145598
Faeroe Islands,(Intercept),-127.9374067178318,81.84771386465485,-1.5631152133264452,0.13452836261259515
Faeroe Islands,slope,0.07153787412986827,0.04092366936593933,1.748080639841379,0.09659105881347689
Fiji,(Intercept),-45.77443521140086,13.936502011675744,-3.2844995948805438,0.003899102284279298
Fiji,slope,0.023471988524676617,0.006968219068240331,3.3684343581643374,0.0032266825407902826
Finland,(Intercept),-6.385258517283883,70.82154749500555,-0.09015982766733785,0.929014616651304
Finland,slope,0.008675146628458145,0.03539288274309244,0.24510991917297995,0.8087506677055297
France,(Intercept),146.92382138467136,15.37629785219205,9.555214317321894,4.271653771836467e-9
France,slope,-0.07022544239624624,0.007684264551602406,-9.138863182632367,9.151496967517248e-9
French Guiana,(Intercept),500.67653830710344,43.740968016610275,11.446398216815313,5.72854920144746e-10
French Guiana,slope,-0.24798055875195643,0.021870383769275904,-11.338646882837333,6.707984369826477e-10
French Polynesia,(Intercept),-40.17403963909942,19.7029173413218,-2.038989401576827,0.05560934709267364
French Polynesia,slope,0.021584148100002087,0.009851413518452413,2.1909696572551147,0.04112245836553329
Gabon,(Intercept),266.963486281425,63.407021673977795,4.210314240181173,4.740309370921733e-4
Gabon,slope,-0.13250454454285532,0.03170336553022988,-4.179510355659535,5.08542965327247e-4
Gambia,(Intercept),-7.004594976558784,0.9539105757655686,-7.3430310497786335,5.840891278282668e-7
Gambia,slope,0.0036092259207793904,4.769531018527437e-4,7.567255369048247,3.789620707019869e-7
Georgia,(Intercept),23.707790830736762,45.23235521094888,0.5241334597805353,0.6069526055578847
Georgia,slope,-0.011257056012283294,0.02260479048478924,-0.4979942645280506,0.6248687603984734
Germany,(Intercept),265.3156406109719,22.933260915700163,11.569032488935589,1.4251068222167073e-10
Germany,slope,-0.12750551709387375,0.011460837036402813,-11.125323280392234,2.9015497436488086e-10
Ghana,(Intercept),-10.184648463506702,2.224091268978765,-4.579240342139009,2.0486974899021476e-4
Ghana,slope,0.00526077914675335,0.0011120405376485985,4.730744040929685,1.454753460330064e-4
Gibraltar,(Intercept),-930.3400426615437,201.01332355438853,-4.628250636380429,1.8336088304851095e-4
Gibraltar,slope,0.47072789733377185,0.1005062011248281,4.683570685843858,1.6181343516379063e-4
Greece,(Intercept),-94.74067056026757,35.7227791631161,-2.652108060452577,0.014907628998418711
Greece,slope,0.05131457921146283,0.01785236526025807,2.874385464524214,0.009075606921069993
Greenland,(Intercept),-153.81107795743156,37.69610585221314,-4.080290907512966,6.378151859485048e-4
Greenland,slope,0.08181220240909673,0.018847966539791226,4.34063813920602,3.5222255642607505e-4
Grenada,(Intercept),-134.84967896344565,5.114203949683631,-26.367677216272842,1.9892939826833669e-16
Grenada,slope,0.06835097817922281,0.002557090254871672,26.72998266252163,1.5449176511808444e-16
Guadeloupe,(Intercept),-44.36697682620708,30.66921801292563,-1.4466288904891051,0.16429766965252324
Guadeloupe,slope,0.024147985038960675,0.015334538723321396,1.5747447950446287,0.13181990045179312
Guatemala,(Intercept),-34.23533718443368,6.162902439267891,-5.555067197932245,2.3370270691306445e-5
Guatemala,slope,0.01751444684545493,0.0030814370964129525,5.683856686817717,1.767507687293004e-5
Guinea,(Intercept),5.542616135909234,0.4060289683912429,13.65078988789898,2.8538252091796325e-11
Guinea,slope,-0.0026955458597403303,2.0301355371896588e-4,-13.277664522201345,4.607206045555695e-11
Guinea-Bissau,(Intercept),12.875919971970093,2.5214450223086224,5.106563838612259,6.269752945478874e-5
Guinea-Bissau,slope,-0.006345544881818378,0.001260716732882527,-5.033283620587633,7.380924840822159e-5
Guyana,(Intercept),-48.16911633287068,16.729281835064075,-2.879329597515038,0.009604823028570691
Guyana,slope,0.025077392664935336,0.008364602579858068,2.9980375547454705,0.007393779121875933
Haiti,(Intercept),-14.945924656476922,2.0796557838180743,-7.186730021752664,7.928509586890484e-7
Haiti,slope,0.007558478357143222,0.0010398231260639642,7.269003898532514,6.747694793546118e-7
Honduras,(Intercept),-68.98151064098072,4.873535078950053,-14.154306786243957,1.520692180925917e-11
Honduras,slope,0.034916273387014155,0.0024367563710339197,14.328996448750074,1.2276804087345371e-11
"Hong Kong, China",(Intercept),-26.545665407140522,27.58315065850643,-0.9623869925444519,0.34680689980645096
"Hong Kong, China",slope,0.016007336619564824,0.013784607248386059,1.1612472035747705,0.2585714507957455
Hungary,(Intercept),98.31255162757728,15.288248058510726,6.430596314981181,2.254346141322759e-6
Hungary,slope,-0.04632456192391363,0.007640261897981539,-6.063216489496519,5.123412793014795e-6
Iceland,(Intercept),71.17797096309222,31.419037838486485,2.2654408237767028,0.0353641571625981
Iceland,slope,-0.031901162654546095,0.015709446917776537,-2.030699286965176,0.05651838800867606
India,(Intercept),-81.8592647386988,4.855424214908518,-16.85934351263294,1.1075432493831522e-13
India,slope,0.041503404824111245,0.0024264855257271492,17.10432820804643,8.343213470119575e-14
Indonesia,(Intercept),-90.96007347113833,6.39481850893966,-14.224027365902623,2.9831033383202376e-12
Indonesia,slope,0.04615063440612697,0.0031957937895415213,14.441055163558561,2.232657282082597e-12
Iran,(Intercept),-422.283059796413,18.613718514931186,-22.686657663683604,2.973970235720733e-16
Iran,slope,0.21399232094071438,0.009302157042789092,23.00459129601541,2.244447497132818e-16
Iraq,(Intercept),-18.21690993741045,34.57863251345715,-0.5268256322837774,0.6044116557578458
Iraq,slope,0.010797633161038555,0.017289237014573855,0.6245291884157038,0.5397079308966437
Ireland,(Intercept),-0.8670668205436007,64.27447527957695,-0.013490064551629394,0.9893641533668378
Ireland,slope,0.00530924506324018,0.032121000562777696,0.16528890664111548,0.8702974208916517
Israel,(Intercept),-85.53853338128688,57.631732979901706,-1.4842262926765937,0.15260466513586635
Israel,slope,0.04758230616699472,0.02880130750860423,1.6520884044163542,0.11339151814204339
Italy,(Intercept),56.324368591732814,32.749503404270214,1.7198541271434566,0.10016433707908173
Italy,slope,-0.024407772486166792,0.016366478492489647,-1.4913270742614049,0.15074536846828285
Jamaica,(Intercept),-31.563551529704792,36.86222959103541,-0.8562572551873202,0.402525727676632
Jamaica,slope,0.01770460958051906,0.018431030320155656,0.9605870791258911,0.34882583102125864
Japan,(Intercept),-28.967571011419547,20.976688195462422,-1.3809411066941288,0.1818176052106678
Japan,slope,0.019209394949604535,0.010483044947482542,1.8324251251271786,0.08110782482135881
Jordan,(Intercept),-74.21141880444463,13.816759834026309,-5.371115927026928,3.494067430356755e-5
Jordan,slope,0.03876507035065088,0.0069083482538228845,5.611337026792097,2.068057932236299e-5
Kazakhstan,(Intercept),-503.3182541713442,193.0903519767973,-2.60664631359637,0.01733749688835594
Kazakhstan,slope,0.2574308169818331,0.0964482860902868,2.669107222297843,0.01516549227993886
Kenya,(Intercept),-2.4976400563680037,3.1853998492485904,-0.7840899650187327,0.44265346084804835
Kenya,slope,0.001383628592207811,0.0015926926247998266,0.8687354801945597,0.39583324585919333
Kiribati,(Intercept),-33.882643900771924,6.375289542304026,-5.314683149045926,3.9558092531605326e-5
Kiribati,slope,0.017156412048052627,0.0031876301612139214,5.382183998886207,3.4101728031943485e-5
Kuwait,(Intercept),-1440.1213543171857,345.0107798084396,-4.17413437086454,4.2847144469893895e-4
Kuwait,slope,0.7334521497529771,0.1724182329639736,4.253912925242832,3.540412500249719e-4
Latvia,(Intercept),158.6451962895589,45.27385582790665,3.504123812484523,0.0027196202995608577
Latvia,slope,-0.07755274154035138,0.022625530345602253,-3.4276651356119654,0.0032096762086893265
Lebanon,(Intercept),-92.99785770932486,29.69776719273275,-3.1314764206274095,0.005495335274733968
Lebanon,slope,0.04851476285194813,0.014848815539451114,3.267247998539113,0.004053440176164498
Lesotho,(Intercept),-3.6492127371000014,2.8330698278619884,-1.2880772302933055,0.3266324013961942
Lesotho,slope,0.0018209281000000006,0.0014105398998923318,1.2909440563425354,0.32581449241102767
Liberia,(Intercept),-3.0218716110914454,2.1192032902451188,-1.425947017448203,0.17010767102113553
Liberia,slope,0.0015969268259742938,0.0010595967886484073,1.5071080273952981,0.1482299016920112
Libya,(Intercept),-63.706692378888235,37.10494324570096,-1.7169327535966357,0.10224936214367848
Libya,slope,0.03641306764675364,0.018552386591273465,1.9627160887150417,0.06449057883699412
Lithuania,(Intercept),87.91412044554001,34.71867261325414,2.532185530963475,0.02031146546711304
Lithuania,slope,-0.04179177757012844,0.017341914987448574,-2.4098709744786406,0.026259972568326424
Luxembourg,(Intercept),345.2017588566636,223.94566547568616,1.5414531829558553,0.13969719473425732
Luxembourg,slope,-0.16135756914285557,0.11197231953255463,-1.4410487325480719,0.1658491391133779
"Macao, China",(Intercept),50.25114365607413,38.086677705412704,1.3193890011817089,0.20271850953791676
"Macao, China",slope,-0.023524056884418013,0.019043251571336666,-1.2352962305988606,0.23177777978441877
"Macedonia, FYR",(Intercept),18.50253838804142,24.398947542326514,0.7583334631931893,0.4586363820150404
"Macedonia, FYR",slope,-0.006438755498245272,0.01219333140340547,-0.5280554825604916,0.6042860964702723
Madagascar,(Intercept),0.1447745243810347,1.0062039300591188,0.14388189119131006,0.8871088483117728
Madagascar,slope,-2.1982200000041153e-5,5.030996591614058e-4,-0.043693529899587476,0.9656046300072284
Malawi,(Intercept),-0.7975398635411197,0.4013674919800983,-1.9870564494562144,0.061527597819149696
Malawi,slope,4.3634032467532163e-4,2.0068282619587025e-4,2.1742783522963007,0.042525599915424005
Malaysia,(Intercept),-361.04514857168755,32.5750546851105,-11.0834855708382,3.1060332997356547e-10
Malaysia,slope,0.1833684444239144,0.016279298202305538,11.263903526132658,2.3186594684645156e-10
Maldives,(Intercept),-289.5690655454607,13.942472650002395,-20.768845872214136,1.6024477515983135e-14
Maldives,slope,0.1457535847129922,0.0069712043737210384,20.90794888504939,1.4187346373405267e-14
Mali,(Intercept),1.0217425540693093,0.10604522402230704,9.634970018587367,9.54770679003297e-9
Mali,slope,-4.8787218441560684e-4,5.302236899251921e-5,-9.201252107095392,1.977031760583691e-8
Malta,(Intercept),-38.97884659652128,32.74894390211749,-1.1902321709373038,0.24861490486989307
Malta,slope,0.022516767425974922,0.016374396901911593,1.3751204127308194,0.18509347801493675
Marshall Islands,(Intercept),-89.64921497906327,4.5566080260730155,-19.674550557363812,4.290572217977696e-14
Marshall Islands,slope,0.04556537759350782,0.0022782935708815706,19.999783248247766,3.185390338095044e-14
Martinique,(Intercept),-18.291252055093477,19.01669130831306,-0.9618524988675363,0.34820603912382286
Martinique,slope,0.011942225583118162,0.009508302074538557,1.2559787740754675,0.2243490572734405
Mauritania,(Intercept),101.2785859469036,18.342371337457227,5.521564474059094,2.513935478106357e-5
Mauritania,slope,-0.050218043740261314,0.009171143634416616,-5.475657752410256,2.7788582351293977e-5
Mauritius,(Intercept),-196.2889270714616,8.774024226950498,-22.37159620194983,4.1148093702694374e-15
Mauritius,slope,0.09925652585844506,0.00438699200647463,22.62518958592934,3.3461485937006305e-15
Mexico,(Intercept),-36.00835097157771,7.014162062890616,-5.133663957108265,4.3743592714209986e-5
Mexico,slope,0.019938102075099128,0.003505309107379248,5.687972576548575,1.2046549227380155e-5
"Micronesia, Fed. Sts.",(Intercept),20.50202324165958,37.22382060166706,0.5507769731928431,0.5918929463733942
"Micronesia, Fed. Sts.",slope,-0.009693023235168243,0.01857935874966572,-0.52170924550034,0.6113669551186942
Moldova,(Intercept),269.2154286759546,62.4445622438984,4.31127097383504,4.7335381239002453e-4
Moldova,slope,-0.13365826228596595,0.031206560875610273,-4.2830180108192435,5.030349803630484e-4
Mongolia,(Intercept),73.58501283572204,43.525810963263154,1.690606359932721,0.10725172447505482
Mongolia,slope,-0.03492489290519435,0.021762805735667204,-1.604797346876819,0.12503162403722115
Montenegro,(Intercept),-123.55578378704935,34.170490410564625,-3.615862175301093,0.002134147002049391
Montenegro,slope,0.06337388492982293,0.01707664287855484,3.711144244247739,0.001735329272771715
Montserrat,(Intercept),-1323.1398407120414,132.36686317315383,-9.996005110291046,5.297008901011682e-9
Montserrat,slope,0.6660938157688538,0.06618312824793425,10.064405134697518,4.745472144128322e-9
Morocco,(Intercept),-67.22784487466453,4.209520160597571,-15.970429481235946,1.8181573405637171e-12
Morocco,slope,0.03425115624026083,0.002104750433548072,16.27326247061136,1.3022348466041142e-12
Mozambique,(Intercept),-4.795920790221017,0.6697803163713854,-7.160438539316129,8.349417689421097e-7
Mozambique,slope,0.002439787275324794,3.3488862328302007e-4,7.285369241292166,6.535393538534683e-7
Myanmar,(Intercept),-12.909311595783858,2.2049917637353595,-5.854584950428513,1.2242443658379417e-5
Myanmar,slope,0.0065498780415585945,0.0011024908287962942,5.940981884366139,1.0179876648413203e-5
Namibia,(Intercept),-80.8556443726572,14.133897816913956,-5.720689750275236,1.6323905729851738e-5
Namibia,slope,0.040915172709090494,0.0070669165184971605,5.789678228403843,1.407097863084947e-5
Nauru,(Intercept),884.6451320935624,62.7929541768407,14.088286555242806,1.649764679495961e-11
Nauru,slope,-0.43674728487013825,0.031396333188889666,-13.910773663998814,2.0570378966190933e-11
Nepal,(Intercept),-5.611948866121151,1.584939402592962,-3.5407971162430556,0.0021834205576003025
Nepal,slope,0.00285632170129867,7.924660691686541e-4,3.6043457410045683,0.0018896694336639993
Netherlands,(Intercept),71.43430893326963,18.002407461004047,3.968042001493812,7.01255617315949e-4
Netherlands,slope,-0.030372814470356158,0.008996655945785737,-3.376011559559923,0.0028542545315875293
Netherlands Antilles,(Intercept),-3.080681490355067,600.5645946770779,-0.005129642202786765,0.9959606325751924
Netherlands Antilles,slope,0.015818589054558487,0.30028092105413806,0.05267930109920814,0.9585373645053726
New Caledonia,(Intercept),-433.7811946081625,82.0602782409021,-5.286128732524194,4.212748121124353e-5
New Caledonia,slope,0.22227422708572406,0.0410299510669396,5.4173651516934,3.1569261464108186e-5
New Zealand,(Intercept),-18.90100910481495,37.478844676949116,-0.5043114126844943,0.6192930240053602
New Zealand,slope,0.013348682705532968,0.018729954398290716,0.7126916820871256,0.48388103588782316
Nicaragua,(Intercept),-31.86324452664219,3.8020373221655444,-8.38057121135615,8.34687332500491e-8
Nicaragua,slope,0.01628255468441633,0.0019010099481404767,8.565212770371636,5.992122885402595e-8
Niger,(Intercept),4.526867211337805,0.8415459607123084,5.379227543919451,3.4323787661556126e-5
Niger,slope,-0.0022208366168831877,4.207710518265861e-4,-5.278016648822289,4.288806559221026e-5
Nigeria,(Intercept),-20.41890881166315,9.81095126364593,-2.0812363921656165,0.05117812959746488
Nigeria,slope,0.010481340968831573,0.004905453148547558,2.136671302616551,0.04584848599671488
Niue,(Intercept),-419.64641521912966,38.81896386281067,-10.81034560072736,1.4788974773614842e-9
Niue,slope,0.21133017251039812,0.01940939297189141,10.88803615942268,1.314241672461691e-9
Norway,(Intercept),-396.14920880387893,35.00681237846255,-11.316346216304007,2.1311224799008162e-10
Norway,slope,0.20242911832312568,0.017494562736118376,11.570973300475863,1.4207448528640925e-10
Oman,(Intercept),-1303.7162237910236,117.4138292728395,-11.103600247646492,9.502611167200668e-10
Oman,slope,0.6571064098389878,0.05870664556491085,11.193049841562441,8.317671586587121e-10
Pakistan,(Intercept),-32.86633194673268,2.225086391554754,-14.770811628472412,1.4473313250784586e-12
Pakistan,slope,0.016812560028656356,0.0011119810924083778,15.119465738615187,9.23195908102966e-13
Palau,(Intercept),-544.7171540426184,74.15929979317663,-7.3452305450804385,1.1440679427547946e-6
Palau,slope,0.2763768899649058,0.03706098049737758,7.4573550471623955,9.369930973320633e-7
Panama,(Intercept),-111.93193769093301,15.982686844975337,-7.003324208039674,1.1395893574500338e-6
Panama,slope,0.056921633715585535,0.007991306795748788,7.122944365728354,8.990072122299509e-7
Papua New Guinea,(Intercept),-18.758681770650274,7.239990398873216,-2.590981581076371,0.017926726847083078
Papua New Guinea,slope,0.009657806675325136,0.00361997860790601,2.667918162342879,0.015204314182134155
Paraguay,(Intercept),-6.931017320683347,6.951841052698322,-0.9970045730537967,0.33129120370053544
Paraguay,slope,0.003820091810389292,0.003475904595156275,1.099020904000831,0.28549052200099445
Peru,(Intercept),-93.47481579647204,13.007961381117005,-7.185969657948453,4.399856378456771e-7
Peru,slope,0.047345656616601624,0.006500694607400612,7.283168872861943,3.5851720829259535e-7
Philippines,(Intercept),-7.611431530058126,4.685544331474145,-1.62444979528418,0.11919557644628656
Philippines,slope,0.0042274160069169075,0.002341588499222229,1.8053624743720198,0.08537623808894876
Poland,(Intercept),146.92794917996557,24.310792581956008,6.043733402958596,5.353842086371638e-6
