Name,Total,Sex,Year,Frequency
KALISTA,5,2.0,1915.0,0
KALLEN,6,1.0,1915.0,0
KALLI,5,2.0,1915.0,0
KALLIE,23,2.0,1915.0,0
KALUM,5,1.0,1915.0,0
KALVIN,62,1.0,1915.0,0
KAMA,5,2.0,1915.0,0
KAMAL,5,1.0,1915.0,0
KAMAL,5,2.0,1915.0,0
KAMALDEEP,5,2.0,1915.0,0
KAMALJIT,36,2.0,1915.0,0
KAMALPREET,11,2.0,1915.0,0
KAMDEN,5,1.0,1915.0,0
KAMERON,44,1.0,1915.0,0
KAMILA,6,2.0,1915.0,0
KAMRYN,131,2.0,1915.0,0
KANDACE,10,2.0,1915.0,0
KANDICE,5,2.0,1915.0,0
KANE,229,1.0,1915.0,0
KAORU,5,1.0,1915.0,0
KARA,1027,2.0,1915.0,0
KARAMVIR,5,1.0,1915.0,0
KARAN,130,1.0,1915.0,0
KARANVEER,30,1.0,1915.0,0
KARANVIR,60,1.0,1915.0,0
KAREENA,9,2.0,1915.0,0
KAREN,10243,2.0,1915.0,0
KARENDEEP,5,2.0,1915.0,0
KARI,701,2.0,1915.0,0
KARI-ANN,5,2.0,1915.0,0
KARIM,15,1.0,1915.0,0
KARIN,476,2.0,1915.0,0
KARINA,332,2.0,1915.0,0
KARIS,75,2.0,1915.0,0
KARISHMA,5,2.0,1915.0,0
KARISSA,184,2.0,1915.0,0
KARL,1064,1.0,1915.0,0
KARLA,471,2.0,1915.0,0
KARLEE,99,2.0,1915.0,0
KARLEY,21,2.0,1915.0,0
KARLI,130,2.0,1915.0,0
KARLIE,46,2.0,1915.0,0
KARLY,177,2.0,1915.0,0
KARMA,10,2.0,1915.0,0
KARMAN,31,1.0,1915.0,0
KARMAN,5,2.0,1915.0,0
KARMEN,28,2.0,1915.0,0
KARN,7,1.0,1915.0,0
KARNDEEP,6,1.0,1915.0,0
KARNVEER,5,1.0,1915.0,0
KARNVIR,12,1.0,1915.0,0
KAROLYN,5,2.0,1915.0,0
KARON,6,2.0,1915.0,0
KARRIE,12,2.0,1915.0,0
KARSEN,6,1.0,1915.0,0
KARSON,90,1.0,1915.0,0
KARSTEN,23,1.0,1915.0,0
KARTER,57,1.0,1915.0,0
KARYN,135,2.0,1915.0,0
KASANDRA,28,2.0,1915.0,0
KASEN,15,1.0,1915.0,0
KASEY,5,1.0,1915.0,0
KASEY,54,2.0,1915.0,0
KASH,51,1.0,1915.0,0
KASHTON,6,1.0,1915.0,0
KASON,11,1.0,1915.0,0
KASPER,6,1.0,1915.0,0
KASSANDRA,335,2.0,1915.0,0
KASSIDY,212,2.0,1915.0,0
KATALINA,5,2.0,1915.0,0
KATARINA,180,2.0,1915.0,0
KATE,1162,2.0,1915.0,0
KATELIN,61,2.0,1915.0,0
KATELYN,1367,2.0,1915.0,0
KATELYNN,258,2.0,1915.0,0
KATERINA,114,2.0,1915.0,0
KATHALEEN,6,2.0,1915.0,0
KATHARINA,12,2.0,1915.0,0
KATHARINE,446,2.0,1915.0,0
KATHERINE,5604,2.0,1915.0,16
KATHIE,7,2.0,1915.0,0
KATHLEEN,7526,2.0,1915.0,80
KATHRINE,72,2.0,1915.0,0
KATHRYN,3063,2.0,1915.0,0
KATHY,698,2.0,1915.0,0
KATI,5,2.0,1915.0,0
KATIA,5,2.0,1915.0,0
KATIE,1503,2.0,1915.0,0
KATLIN,6,1.0,1915.0,0
KATLYN,61,2.0,1915.0,0
KATRINA,1757,2.0,1915.0,0
KATSUMI,10,1.0,1915.0,0
KATY,52,2.0,1915.0,0
KAUR,6,2.0,1915.0,0
KAVAN,5,1.0,1915.0,0
KAY,30,2.0,1915.0,0
KAYA,116,2.0,1915.0,0
KAYCEE,5,2.0,1915.0,0
KAYDEN,600,1.0,1915.0,0
KAYDEN,12,2.0,1915.0,0
KAYDENCE,138,2.0,1915.0,0
KAYLA,2980,2.0,1915.0,0
KAYLAN,5,1.0,1915.0,0
KAYLE,5,1.0,1915.0,0
KAYLEA,6,2.0,1915.0,0
KAYLEB,10,1.0,1915.0,0
KAYLEE,885,2.0,1915.0,0
KAYLEIGH,302,2.0,1915.0,0
KAYLEN,11,2.0,1915.0,0
KAYLENE,15,2.0,1915.0,0
KAYLEY,89,2.0,1915.0,0
KAYLI,5,2.0,1915.0,0
KAYLIE,189,2.0,1915.0,0
KAYLIN,69,2.0,1915.0,0
KAYLYN,39,2.0,1915.0,0
KAYO,5,2.0,1915.0,5
KAYSHA,5,2.0,1915.0,0
KAZUKO,80,2.0,1915.0,0
KAZUO,106,1.0,1915.0,7
KEAGAN,114,1.0,1915.0,0
KEANA,10,2.0,1915.0,0
KEANAN,5,1.0,1915.0,0
KEANNA,85,2.0,1915.0,0
KEANU,34,1.0,1915.0,0
KEARA,26,2.0,1915.0,0
KEATON,354,1.0,1915.0,0
KEEGAN,674,1.0,1915.0,0
KEELAN,33,1.0,1915.0,0
KEELEY,24,2.0,1915.0,0
KEELY,131,2.0,1915.0,0
KEENAN,540,1.0,1915.0,0
KEERAT,5,1.0,1915.0,0
KEERAT,50,2.0,1915.0,0
KEESHA,6,2.0,1915.0,0
KEGAN,7,1.0,1915.0,0
KEIFER,17,1.0,1915.0,0
KEIKO,46,2.0,1915.0,0
KEIR,5,1.0,1915.0,0
KEIRA,766,2.0,1915.0,0
KEIRAN,73,1.0,1915.0,0
KEISHA,125,2.0,1915.0,0
KEITH,3993,1.0,1915.0,0
KELLAN,53,1.0,1915.0,0
KELLEN,62,1.0,1915.0,0
KELLEY,103,2.0,1915.0,0
KELLI,288,2.0,1915.0,0
KELLIE,280,2.0,1915.0,0
KELLY,2065,1.0,1915.0,0
KELLY,4724,2.0,1915.0,0
KELSEA,72,2.0,1915.0,0
KELSEY,134,1.0,1915.0,0
KELSEY,2426,2.0,1915.0,0
KELSI,89,2.0,1915.0,0
KELSIE,98,2.0,1915.0,0
KELSY,5,2.0,1915.0,0
KELTON,5,1.0,1915.0,0
KELVIN,606,1.0,1915.0,0
KEN,147,1.0,1915.0,0
KENADIE,5,2.0,1915.0,0
KENDAL,7,2.0,1915.0,0
KENDALL,21,1.0,1915.0,0
KENDALL,228,2.0,1915.0,0
KENDRA,948,2.0,1915.0,0
KENDRICK,16,1.0,1915.0,0
KENJI,23,1.0,1915.0,0
KENLEY,17,2.0,1915.0,0
KENNA,5,2.0,1915.0,0
KENNADY,5,2.0,1915.0,0
KENNEDI,5,2.0,1915.0,0
KENNEDY,5,1.0,1915.0,0
KENNEDY,560,2.0,1915.0,0
KENNETH,14324,1.0,1915.0,52
KENNITH,6,1.0,1915.0,0
KENNY,197,1.0,1915.0,0
KENSINGTON,5,2.0,1915.0,0
KENT,560,1.0,1915.0,0
KENTON,55,1.0,1915.0,0
KENYA,16,2.0,1915.0,0
KENYON,5,1.0,1915.0,0
KENZIE,200,2.0,1915.0,0
KENZO,5,1.0,1915.0,0
KEON,13,1.0,1915.0,0
KEONA,5,2.0,1915.0,0
KEREN,5,2.0,1915.0,0
KERI,206,2.0,1915.0,0
KERRI,462,2.0,1915.0,0
KERRIE,48,2.0,1915.0,0
KERRY,936,1.0,1915.0,0
KERRY,694,2.0,1915.0,0
KESHIA,42,2.0,1915.0,0
KESLER,99,1.0,1915.0,0
KEVAN,119,1.0,1915.0,0
KEVIN,12427,1.0,1915.0,0
KEZIAH,31,2.0,1915.0,0
KHALEESI,10,2.0,1915.0,0
KHALIL,5,1.0,1915.0,0
KHLOE,143,2.0,1915.0,0
KHUSHI,19,2.0,1915.0,0
KIA,7,2.0,1915.0,0
KIAH,15,2.0,1915.0,0
KIAN,219,1.0,1915.0,0
KIANA,502,2.0,1915.0,0
KIANNA,229,2.0,1915.0,0
KIARA,435,2.0,1915.0,0
KIARRA,7,2.0,1915.0,0
KIEFER,73,1.0,1915.0,0
KIEL,56,1.0,1915.0,0
KIERA,426,2.0,1915.0,0
KIERAN,760,1.0,1915.0,0
KIERRA,99,2.0,1915.0,0
KIERSTEN,17,2.0,1915.0,0
KIESHA,5,2.0,1915.0,0
KIETH,16,1.0,1915.0,0
KIKUYE,5,2.0,1915.0,0
KILEY,16,2.0,1915.0,0
KILLIAN,5,1.0,1915.0,0
KIM,462,1.0,1915.0,0
KIM,2129,2.0,1915.0,0
KIMBERLEE,118,2.0,1915.0,0
KIMBERLEY,5,1.0,1915.0,0
KIMBERLEY,1927,2.0,1915.0,0
KIMBERLIE,5,2.0,1915.0,0
KIMBERLY,6,1.0,1915.0,0
KIMBERLY,4105,2.0,1915.0,0
KIMIKO,33,2.0,1915.0,0
KIMIYE,12,2.0,1915.0,0
KINGSLEY,61,1.0,1915.0,0
KINGSTON,256,1.0,1915.0,0
KINLEY,73,2.0,1915.0,0
KINSLEY,78,2.0,1915.0,0
KIRA,579,2.0,1915.0,0
KIRAN,10,1.0,1915.0,0
KIRAN,165,2.0,1915.0,0
KIRANDEEP,105,2.0,1915.0,0
KIRAT,6,1.0,1915.0,0
KIRAT,12,2.0,1915.0,0
KIRBY,77,1.0,1915.0,0
KIRBY,20,2.0,1915.0,0
KIRK,719,1.0,1915.0,0
KIRKLAND,11,1.0,1915.0,0
KIRSTEN,1566,2.0,1915.0,0
KIRSTI,6,2.0,1915.0,0
KIRSTIE,41,2.0,1915.0,0
KIRSTIN,179,2.0,1915.0,0
KIRSTY,37,2.0,1915.0,0
KITTY,5,2.0,1915.0,0
KIYOKO,46,2.0,1915.0,0
KIYOSHI,145,1.0,1915.0,0
KLARA,5,2.0,1915.0,0
KLAUS,5,1.0,1915.0,0
KNOX,45,1.0,1915.0,0
KOA,18,1.0,1915.0,0
KOBE,179,1.0,1915.0,0
KOBY,37,1.0,1915.0,0
KODI,20,1.0,1915.0,0
KODIE,5,1.0,1915.0,0
KODY,308,1.0,1915.0,0
KOEN,178,1.0,1915.0,0
KOHEN,101,1.0,1915.0,0
KOHL,15,1.0,1915.0,0
KOLBY,114,1.0,1915.0,0
KOLE,131,1.0,1915.0,0
KOLTEN,13,1.0,1915.0,0
KOLTON,93,1.0,1915.0,0
KOMAL,56,2.0,1915.0,0
KOMALPREET,10,2.0,1915.0,0
KONNER,5,1.0,1915.0,0
KONNOR,13,1.0,1915.0,0
KONRAD,34,1.0,1915.0,0
KORA,11,2.0,1915.0,0
KORBIN,10,1.0,1915.0,0
KOREY,30,1.0,1915.0,0
KORI,16,2.0,1915.0,0
KORY,165,1.0,1915.0,0
KOURTNEY,41,2.0,1915.0,0
KRIS,82,1.0,1915.0,0
KRISH,23,1.0,1915.0,0
KRISTA,1577,2.0,1915.0,0
KRISTAL,103,2.0,1915.0,0
KRISTEL,18,2.0,1915.0,0
KRISTEN,11,1.0,1915.0,0
KRISTEN,1491,2.0,1915.0,0
KRISTI,494,2.0,1915.0,0
KRISTIAN,337,1.0,1915.0,0
KRISTIE,282,2.0,1915.0,0
KRISTIN,11,1.0,1915.0,0
KRISTIN,1029,2.0,1915.0,0
KRISTINA,1720,2.0,1915.0,0
KRISTINE,892,2.0,1915.0,0
KRISTOFER,132,1.0,1915.0,0
KRISTOFFER,83,1.0,1915.0,0
KRISTOPHER,978,1.0,1915.0,0
KRISTY,888,2.0,1915.0,0
KRISTYN,24,2.0,1915.0,0
KRUZ,5,1.0,1915.0,0
KRYSTA,66,2.0,1915.0,0
KRYSTAL,614,2.0,1915.0,0
KRYSTEN,15,2.0,1915.0,0
KRYSTINA,33,2.0,1915.0,0
KRYSTLE,137,2.0,1915.0,0
KURT,640,1.0,1915.0,0
KURTIS,788,1.0,1915.0,0
KYA,33,2.0,1915.0,0
KYAH,5,2.0,1915.0,0
KYAN,60,1.0,1915.0,0
KYANNA,5,2.0,1915.0,0
KYE,79,1.0,1915.0,0
KYLA,1353,2.0,1915.0,0
KYLAN,16,1.0,1915.0,0
KYLE,7919,1.0,1915.0,0
KYLEE,257,2.0,1915.0,0
KYLENE,5,2.0,1915.0,0
KYLER,258,1.0,1915.0,0
KYLIE,921,2.0,1915.0,0
KYOKO,5,2.0,1915.0,0
KYRA,556,2.0,1915.0,0
KYRAN,10,1.0,1915.0,0
KYRIE,5,2.0,1915.0,0
KYSON,11,1.0,1915.0,0
LACEY,386,2.0,1915.0,0
LACHLAN,258,1.0,1915.0,0
LACY,7,2.0,1915.0,0
LAI,5,2.0,1915.0,0
LAILA,103,2.0,1915.0,0
LAINE,16,1.0,1915.0,0
LAINE,5,2.0,1915.0,0
LAINEY,10,2.0,1915.0,0
LANA,991,2.0,1915.0,0
LANCE,1485,1.0,1915.0,0
LANDEN,169,1.0,1915.0,0
LANDON,1074,1.0,1915.0,0
LANDYN,39,1.0,1915.0,0
LANE,272,1.0,1915.0,0
LANI,29,2.0,1915.0,0
LARA,587,2.0,1915.0,0
LARAINE,6,2.0,1915.0,0
LARISSA,570,2.0,1915.0,0
LARRY,3325,1.0,1915.0,0
LARS,60,1.0,1915.0,0
LATISHA,17,2.0,1915.0,0
LAUNA,22,2.0,1915.0,0
LAURA,7499,2.0,1915.0,20
LAURA-LEE,29,2.0,1915.0,0
LAURALEE,10,2.0,1915.0,0
LAUREEN,182,2.0,1915.0,0
LAUREL,989,2.0,1915.0,0
LAUREN,3748,2.0,1915.0,0
LAURENCE,555,1.0,1915.0,5
LAURENE,7,2.0,1915.0,0
LAURETTA,5,2.0,1915.0,0
LAURIE,133,1.0,1915.0,0
LAURIE,1939,2.0,1915.0,0
LAURIE-ANN,6,2.0,1915.0,0
LAURYN,157,2.0,1915.0,0
LAVERNE,63,2.0,1915.0,0
LAVINA,5,2.0,1915.0,0
LAWRENCE,3895,1.0,1915.0,20
LAWSON,8,1.0,1915.0,0
LAYLA,401,2.0,1915.0,0
LAYNE,95,1.0,1915.0,0
LAYNE,5,2.0,1915.0,0
LAYTON,37,1.0,1915.0,0
LEA,192,2.0,1915.0,0
LEAH,3207,2.0,1915.0,0
LEANDER,5,1.0,1915.0,0
LEANDRA,5,2.0,1915.0,0
LEANN,20,2.0,1915.0,0
LEANNA,376,2.0,1915.0,0
LEANNE,2114,2.0,1915.0,0
LEE,1337,1.0,1915.0,0
LEE,282,2.0,1915.0,0
LEE-ANN,106,2.0,1915.0,0
LEE-ANNE,18,2.0,1915.0,0
LEEANN,15,2.0,1915.0,0
LEEANNE,15,2.0,1915.0,0
LEELA,12,2.0,1915.0,0
LEENA,15,2.0,1915.0,0
LEIA,20,2.0,1915.0,0
LEIF,225,1.0,1915.0,0
LEIGH,82,1.0,1915.0,0
LEIGH,220,2.0,1915.0,0
LEIGH-ANN,11,2.0,1915.0,0
LEIGHTON,22,1.0,1915.0,0
LEIGHTON,21,2.0,1915.0,0
LEILA,317,2.0,1915.0,0
LEILANI,10,2.0,1915.0,0
LEISA,8,2.0,1915.0,0
LELAND,169,1.0,1915.0,0
LENA,528,2.0,1915.0,6
LENARD,157,1.0,1915.0,0
LENNARD,5,1.0,1915.0,0
LENNON,19,1.0,1915.0,0
LENNON,15,2.0,1915.0,0
LENNOX,55,1.0,1915.0,0
LENORA,148,2.0,1915.0,0
LENORE,117,2.0,1915.0,0
LEO,1163,1.0,1915.0,7
LEON,590,1.0,1915.0,0
LEONA,976,2.0,1915.0,0
LEONARD,3174,1.0,1915.0,25
LEONARDO,103,1.0,1915.0,0
LEONIDAS,6,1.0,1915.0,0
LEONORA,5,2.0,1915.0,0
LEROY,93,1.0,1915.0,0
LESA,17,2.0,1915.0,0
LESLEE,30,2.0,1915.0,0
LESLEY,5,1.0,1915.0,0
LESLEY,925,2.0,1915.0,0
LESLIE,2393,1.0,1915.0,32
LESLIE,2339,2.0,1915.0,0
LESTER,126,1.0,1915.0,7
LETITIA,5,2.0,1915.0,0
LEVI,1500,1.0,1915.0,0
LEWIS,449,1.0,1915.0,11
LEXI,167,2.0,1915.0,0
LEXIE,70,2.0,1915.0,0
LEXUS,11,2.0,1915.0,0
LEYLA,6,2.0,1915.0,0
LIA,187,2.0,1915.0,0
LIAM,4834,1.0,1915.0,0
LIANA,199,2.0,1915.0,0
LIANE,40,2.0,1915.0,0
LIANNA,5,2.0,1915.0,0
LIANNE,97,2.0,1915.0,0
LIBBY,19,2.0,1915.0,0
LIBERTY,30,2.0,1915.0,0
LILA,345,2.0,1915.0,0
LILAH,94,2.0,1915.0,0
LILI,7,2.0,1915.0,0
LILIA,12,2.0,1915.0,0
LILIAN,308,2.0,1915.0,19
LILIANA,69,2.0,1915.0,0
LILLI,6,2.0,1915.0,0
LILLIAN,1962,2.0,1915.0,48
LILLIANA,11,2.0,1915.0,0
LILLIE,5,2.0,1915.0,0
LILLY,246,2.0,1915.0,0
LILY,2003,2.0,1915.0,9
LINA,103,2.0,1915.0,0
LINCOLN,510,1.0,1915.0,0
LINDA,10778,2.0,1915.0,0
LINDEN,552,1.0,1915.0,0
LINDEN,5,2.0,1915.0,0
LINDSAY,118,1.0,1915.0,0
LINDSAY,2821,2.0,1915.0,0
LINDSEY,8,1.0,1915.0,0
LINDSEY,908,2.0,1915.0,0
LINDY,5,2.0,1915.0,0
LINKIN,5,1.0,1915.0,0
LINNEA,77,2.0,1915.0,0
LINSEY,5,2.0,1915.0,0
LIONEL,142,1.0,1915.0,5
LISA,9128,2.0,1915.0,0
LISA-MARIE,6,2.0,1915.0,0
LISE,45,2.0,1915.0,0
LIV,36,2.0,1915.0,0
LIVIA,124,2.0,1915.0,0
LIZA,124,2.0,1915.0,0
LLOYD,1534,1.0,1915.0,22
LOCHLAN,138,1.0,1915.0,0
LOGAN,3559,1.0,1915.0,0
LOGAN,74,2.0,1915.0,0
LOIS,1601,2.0,1915.0,12
LOKI,5,1.0,1915.0,0
LOLA,259,2.0,1915.0,0
LON,5,1.0,1915.0,0
LONDON,49,1.0,1915.0,0
LONDON,138,2.0,1915.0,0
LONDYN,16,2.0,1915.0,0
LONG,8,1.0,1915.0,0
LONI,39,2.0,1915.0,0
LONNIE,36,1.0,1915.0,0
LONNIE,17,2.0,1915.0,0
LONNY,52,1.0,1915.0,0
LORA,152,2.0,1915.0,0
LORAINE,165,2.0,1915.0,0
LOREEN,45,2.0,1915.0,0
LORELEI,207,2.0,1915.0,0
LOREN,55,1.0,1915.0,0
LOREN,5,2.0,1915.0,0
LORENA,152,2.0,1915.0,0
LORENE,69,2.0,1915.0,0
LORENZO,129,1.0,1915.0,0
LORETTA,813,2.0,1915.0,0
LORI,2847,2.0,1915.0,0
LORI-ANN,75,2.0,1915.0,0
LORI-ANNE,12,2.0,1915.0,0
LORIE,123,2.0,1915.0,0
LORINDA,30,2.0,1915.0,0
LORNA,1453,2.0,1915.0,9
LORNE,1831,1.0,1915.0,9
LORRAINE,2736,2.0,1915.0,0
LORRI,52,2.0,1915.0,0
LORRIE,141,2.0,1915.0,0
LOTTIE,6,2.0,1915.0,0
LOUIE,54,1.0,1915.0,0
LOUIS,1085,1.0,1915.0,12
LOUISA,167,2.0,1915.0,5
LOUISE,2067,2.0,1915.0,14
LOYD,15,1.0,1915.0,0
LUANNE,11,2.0,1915.0,0
LUC,132,1.0,1915.0,0
LUCA,529,1.0,1915.0,0
LUCA,10,2.0,1915.0,0
LUCAS,4268,1.0,1915.0,0
LUCIA,331,2.0,1915.0,0
LUCIAN,37,1.0,1915.0,0
LUCIANA,11,2.0,1915.0,0
LUCIANO,5,1.0,1915.0,0
LUCIE,15,2.0,1915.0,0
LUCIEN,13,1.0,1915.0,0
LUCILLE,371,2.0,1915.0,7
LUCINDA,39,2.0,1915.0,0
LUCIUS,11,1.0,1915.0,0
LUCY,1208,2.0,1915.0,10
LUELLA,12,2.0,1915.0,0
LUIGI,131,1.0,1915.0,0
LUIS,92,1.0,1915.0,0
LUISA,22,2.0,1915.0,0
LUKA,254,1.0,1915.0,0
LUKAS,839,1.0,1915.0,0
LUKASZ,5,1.0,1915.0,0
LUKE,2406,1.0,1915.0,0
LUNA,119,2.0,1915.0,0
LUX,8,2.0,1915.0,0
LYALL,5,1.0,1915.0,0
LYDIA,659,2.0,1915.0,0
LYLA,176,2.0,1915.0,0
LYLAH,5,2.0,1915.0,0
LYLE,1063,1.0,1915.0,6
LYNDA,1697,2.0,1915.0,0
LYNDEN,90,1.0,1915.0,0
LYNDEN,11,2.0,1915.0,0
LYNDON,86,1.0,1915.0,0
LYNDSAY,127,2.0,1915.0,0
LYNDSEY,101,2.0,1915.0,0
LYNETTE,186,2.0,1915.0,0
LYNN,41,1.0,1915.0,0
LYNN,1780,2.0,1915.0,0
LYNNE,785,2.0,1915.0,0
LYNNEA,5,2.0,1915.0,0
LYNNETTE,57,2.0,1915.0,0
LYNSEY,10,2.0,1915.0,0
LYRA,29,2.0,1915.0,0
LYRIC,11,1.0,1915.0,0
LYRIC,39,2.0,1915.0,0
MAÀLLE,38,2.0,1915.0,0
MABEL,608,2.0,1915.0,32
MABLE,42,2.0,1915.0,10
MACEY,43,2.0,1915.0,0
MACI,39,2.0,1915.0,0
MACIE,6,2.0,1915.0,0
MACK,12,1.0,1915.0,0
MACKENNA,27,2.0,1915.0,0
MACKENZIE,641,1.0,1915.0,0
MACKENZIE,1743,2.0,1915.0,0
MACY,141,2.0,1915.0,0
MADALYN,34,2.0,1915.0,0
MADDEN,54,1.0,1915.0,0
MADDEX,16,1.0,1915.0,0
MADDISON,321,2.0,1915.0,0
MADDOX,193,1.0,1915.0,0
MADELAINE,103,2.0,1915.0,0
MADELEINE,781,2.0,1915.0,0
MADELINE,1151,2.0,1915.0,0
MADELYN,368,2.0,1915.0,0
MADELYNN,20,2.0,1915.0,0
MADILYN,45,2.0,1915.0,0
MADILYNN,10,2.0,1915.0,0
MADISEN,37,2.0,1915.0,0
MADISON,19,1.0,1915.0,0
MADISON,3269,2.0,1915.0,0
MADISYN,80,2.0,1915.0,0
MADYSEN,5,2.0,1915.0,0
MADYSON,79,2.0,1915.0,0
MAE,31,2.0,1915.0,0
MAEGAN,61,2.0,1915.0,0
MAELLE,37,2.0,1915.0,0
MAEVE,100,2.0,1915.0,0
MAGDALENA,10,2.0,1915.0,0
MAGDALENE,5,2.0,1915.0,0
MAGGIE,438,2.0,1915.0,0
MAGNUS,89,1.0,1915.0,0
MAHI,6,2.0,1915.0,0
MAIA,304,2.0,1915.0,0
MAISIE,34,2.0,1915.0,0
MAISY,5,2.0,1915.0,0
MAIYA,92,2.0,1915.0,0
MAJA,10,2.0,1915.0,0
MAKAI,16,1.0,1915.0,0
MAKAILA,6,2.0,1915.0,0
MAKAIO,9,1.0,1915.0,0
MAKAYLA,668,2.0,1915.0,0
MAKENA,186,2.0,1915.0,0
MAKENNA,373,2.0,1915.0,0
MAKENZIE,118,2.0,1915.0,0
MAKSIM,28,1.0,1915.0,0
MALACHI,146,1.0,1915.0,0
MALAIKA,10,2.0,1915.0,0
MALAKAI,75,1.0,1915.0,0
MALAYA,25,2.0,1915.0,0
MALCOLM,1312,1.0,1915.0,15
MALEAH,16,2.0,1915.0,0
MALIA,128,2.0,1915.0,0
MALIK,58,1.0,1915.0,0
MALIKA,10,2.0,1915.0,0
MALIYA,5,2.0,1915.0,0
MALLORY,231,2.0,1915.0,0
MAMIE,6,2.0,1915.0,0
MAN,5,1.0,1915.0,0
MANAV,62,1.0,1915.0,0
MANBIR,7,1.0,1915.0,0
MANDEEP,245,1.0,1915.0,0
MANDEEP,263,2.0,1915.0,0
MANDI,32,2.0,1915.0,0
MANDIP,11,1.0,1915.0,0
MANDIP,22,2.0,1915.0,0
MANDY,393,2.0,1915.0,0
MANEET,17,2.0,1915.0,0
MANFRED,17,1.0,1915.0,0
MANINDER,39,1.0,1915.0,0
MANINDER,18,2.0,1915.0,0
MANISHA,97,2.0,1915.0,0
MANJINDER,31,1.0,1915.0,0
MANJIT,5,1.0,1915.0,0
MANJIT,34,2.0,1915.0,0
MANJOT,71,1.0,1915.0,0
MANJOT,101,2.0,1915.0,0
MANMEET,49,2.0,1915.0,0
MANNAT,185,2.0,1915.0,0
MANPREET,90,1.0,1915.0,0
MANPREET,243,2.0,1915.0,0
MANRAJ,295,1.0,1915.0,0
MANREET,107,2.0,1915.0,0
MANROOP,5,1.0,1915.0,0
MANROOP,42,2.0,1915.0,0
MANTAJ,18,1.0,1915.0,0
MANTEJ,6,1.0,1915.0,0
MANUEL,26,1.0,1915.0,0
MANVEER,65,1.0,1915.0,0
MANVEER,16,2.0,1915.0,0
MANVI,5,2.0,1915.0,0
MANVIR,171,1.0,1915.0,0
MANVIR,36,2.0,1915.0,0
MAPLE,9,2.0,1915.0,0
MARA,79,2.0,1915.0,0
MARC,1155,1.0,1915.0,0
MARCEL,431,1.0,1915.0,0
MARCELLA,64,2.0,1915.0,0
MARCELLO,16,1.0,1915.0,0
MARCI,19,2.0,1915.0,0
MARCIA,590,2.0,1915.0,0
MARCIE,38,2.0,1915.0,0
MARCO,655,1.0,1915.0,0
MARCOS,5,1.0,1915.0,0
MARCUS,2035,1.0,1915.0,0
MARCY,88,2.0,1915.0,0
MAREK,53,1.0,1915.0,0
MAREN,29,2.0,1915.0,0
MARGARET,11448,2.0,1915.0,220
MARGERET,10,2.0,1915.0,0
MARGERY,91,2.0,1915.0,0
MARGO,258,2.0,1915.0,0
MARGOT,244,2.0,1915.0,0
MARGRET,104,2.0,1915.0,6
MARGUERITE,707,2.0,1915.0,19
MARI,5,2.0,1915.0,0
MARIA,3342,2.0,1915.0,17
MARIAH,661,2.0,1915.0,0
MARIAM,67,2.0,1915.0,0
MARIAN,672,2.0,1915.0,10
MARIANA,11,2.0,1915.0,0
MARIANNE,589,2.0,1915.0,0
MARIE,3973,2.0,1915.0,20
MARIELLE,16,2.0,1915.0,0
MARIKA,56,2.0,1915.0,0
MARIKO,10,2.0,1915.0,0
MARILEE,5,2.0,1915.0,0
MARILYN,3293,2.0,1915.0,0
MARILYNE,5,2.0,1915.0,0
MARILYNN,167,2.0,1915.0,0
MARILYNNE,19,2.0,1915.0,0
MARIN,51,2.0,1915.0,0
MARINA,834,2.0,1915.0,0
MARIO,401,1.0,1915.0,0
MARION,2055,2.0,1915.0,35
MARISA,430,2.0,1915.0,0
MARISSA,925,2.0,1915.0,0
MARJORIE,2078,2.0,1915.0,59
MARJORY,147,2.0,1915.0,8
MARK,10547,1.0,1915.0,0
MARKO,162,1.0,1915.0,0
MARKUS,571,1.0,1915.0,0
MARLA,317,2.0,1915.0,0
MARLEE,104,2.0,1915.0,0
MARLEEN,27,2.0,1915.0,0
MARLENA,7,2.0,1915.0,0
MARLENE,1858,2.0,1915.0,0
MARLEY,10,1.0,1915.0,0
MARLEY,225,2.0,1915.0,0
MARLIN,5,1.0,1915.0,0
MARLINE,5,2.0,1915.0,0
MARLO,28,2.0,1915.0,0
MARLON,61,1.0,1915.0,0
MARLOWE,17,2.0,1915.0,0
MARLYN,10,2.0,1915.0,0
MARNI,86,2.0,1915.0,0
MARNIE,437,2.0,1915.0,0
MARSHA,175,2.0,1915.0,0
MARSHALL,555,1.0,1915.0,0
MARTHA,751,2.0,1915.0,18
MARTIN,2931,1.0,1915.0,5
MARTINA,204,2.0,1915.0,0
MARTY,125,1.0,1915.0,0
MARVIN,856,1.0,1915.0,0
MARWA,6,2.0,1915.0,0
MARY,8,1.0,1915.0,0
MARY,13353,2.0,1915.0,269
MARY-ANN,75,2.0,1915.0,0
MARYAM,113,2.0,1915.0,0
MARYANN,51,2.0,1915.0,0
MARYANNE,24,2.0,1915.0,0
MARYLYN,10,2.0,1915.0,0
MARYN,7,2.0,1915.0,0
MASAJI,5,1.0,1915.0,0
MASAKO,63,2.0,1915.0,0
MASAMI,7,1.0,1915.0,0
MASAO,121,1.0,1915.0,10
MASARU,21,1.0,1915.0,0
MASAYUKI,6,1.0,1915.0,0
MASEN,10,1.0,1915.0,0
MASON,2271,1.0,1915.0,0
MASSIMO,31,1.0,1915.0,0
MAT…O,5,1.0,1915.0,0
