Name,Total,Sex,Year,Frequency
CARMEN,1795,2.0,1915.0,0
CAROL,5881,2.0,1915.0,0
CAROL-ANN,10,2.0,1915.0,0
CAROLE,829,2.0,1915.0,0
CAROLIN,36,2.0,1915.0,0
CAROLINA,5,2.0,1915.0,0
CAROLINE,1831,2.0,1915.0,5
CAROLL,5,2.0,1915.0,0
CAROLYN,2349,2.0,1915.0,0
CAROLYNE,16,2.0,1915.0,0
CAROLYNN,68,2.0,1915.0,0
CAROLYNNE,25,2.0,1915.0,0
CARRIE,1402,2.0,1915.0,0
CARRIE-ANN,6,2.0,1915.0,0
CARROL,57,2.0,1915.0,0
CARROLL,6,2.0,1915.0,0
CARSEN,11,1.0,1915.0,0
CARSON,1427,1.0,1915.0,0
CARSON,5,2.0,1915.0,0
CARTER,1804,1.0,1915.0,0
CARY,191,1.0,1915.0,0
CARYN,5,2.0,1915.0,0
CARYS,131,2.0,1915.0,0
CASANDRA,58,2.0,1915.0,0
CASEY,777,1.0,1915.0,0
CASEY,399,2.0,1915.0,0
CASH,166,1.0,1915.0,0
CASHTON,10,1.0,1915.0,0
CASPIAN,5,1.0,1915.0,0
CASSANDRA,1798,2.0,1915.0,0
CASSIA,42,2.0,1915.0,0
CASSIDY,23,1.0,1915.0,0
CASSIDY,1062,2.0,1915.0,0
CASSIE,189,2.0,1915.0,0
CASSIUS,57,1.0,1915.0,0
CATALEYA,5,2.0,1915.0,0
CATALINA,19,2.0,1915.0,0
CATE,11,2.0,1915.0,0
CATERINA,11,2.0,1915.0,0
CATHARINA,5,2.0,1915.0,0
CATHARINE,145,2.0,1915.0,0
CATHERINE,7061,2.0,1915.0,30
CATHIE,7,2.0,1915.0,0
CATHLEEN,100,2.0,1915.0,0
CATHRINE,43,2.0,1915.0,0
CATHRYN,104,2.0,1915.0,0
CATHY,543,2.0,1915.0,0
CATLIN,23,1.0,1915.0,0
CATRINA,11,2.0,1915.0,0
CATRIONA,15,2.0,1915.0,0
CAYDEN,223,1.0,1915.0,0
CAYDENCE,8,2.0,1915.0,0
CAYLA,17,2.0,1915.0,0
CAYLEE,19,2.0,1915.0,0
CAYLEIGH,7,2.0,1915.0,0
CAYLEY,5,2.0,1915.0,0
CEARA,5,2.0,1915.0,0
CECELIA,75,2.0,1915.0,5
CECIL,511,1.0,1915.0,15
CECILE,43,2.0,1915.0,0
CECILIA,407,2.0,1915.0,0
CECILY,9,2.0,1915.0,0
CEDAR,38,1.0,1915.0,0
CEDAR,11,2.0,1915.0,0
CEDRIC,74,1.0,1915.0,0
CELESTE,308,2.0,1915.0,0
CELIA,112,2.0,1915.0,0
CELINA,298,2.0,1915.0,0
CELINE,214,2.0,1915.0,0
CHACE,27,1.0,1915.0,0
CHAD,2425,1.0,1915.0,0
CHADWICK,96,1.0,1915.0,0
CHANCE,248,1.0,1915.0,0
CHANDLER,39,1.0,1915.0,0
CHANDRA,106,2.0,1915.0,0
CHANEL,221,2.0,1915.0,0
CHANELLE,96,2.0,1915.0,0
CHANTAL,583,2.0,1915.0,0
CHANTALE,5,2.0,1915.0,0
CHANTEL,450,2.0,1915.0,0
CHANTELL,21,2.0,1915.0,0
CHANTELLE,793,2.0,1915.0,0
CHARIS,26,2.0,1915.0,0
CHARISSA,16,2.0,1915.0,0
CHARISSE,5,2.0,1915.0,0
CHARITY,164,2.0,1915.0,0
CHARLA,11,2.0,1915.0,0
CHARLEE,77,2.0,1915.0,0
CHARLEEN,28,2.0,1915.0,0
CHARLEIGH,12,2.0,1915.0,0
CHARLENE,1708,2.0,1915.0,0
CHARLES,7381,1.0,1915.0,111
CHARLEY,52,2.0,1915.0,0
CHARLI,17,2.0,1915.0,0
CHARLIE,556,1.0,1915.0,5
CHARLIE,212,2.0,1915.0,0
CHARLISE,5,2.0,1915.0,0
CHARLIZE,89,2.0,1915.0,0
CHARLOTTE,2700,2.0,1915.0,17
CHARMAINE,373,2.0,1915.0,0
CHASE,1416,1.0,1915.0,0
CHAZ,12,1.0,1915.0,0
CHELSEA,3112,2.0,1915.0,0
CHELSEY,685,2.0,1915.0,0
CHELSIE,95,2.0,1915.0,0
CHELSY,18,2.0,1915.0,0
CHERI,195,2.0,1915.0,0
CHERIE,296,2.0,1915.0,0
CHERISE,17,2.0,1915.0,0
CHERISH,5,2.0,1915.0,0
CHERYL,4817,2.0,1915.0,0
CHERYL-ANN,11,2.0,1915.0,0
CHERYLE,42,2.0,1915.0,0
CHESTER,114,1.0,1915.0,5
CHEYANNE,148,2.0,1915.0,0
CHEYENNE,488,2.0,1915.0,0
CHI,30,1.0,1915.0,0
CHIARA,100,2.0,1915.0,0
CHIN,5,1.0,1915.0,0
CHIYO,6,2.0,1915.0,0
CHIYOKO,15,2.0,1915.0,0
CHIZUKO,5,2.0,1915.0,0
CHLO…,96,2.0,1915.0,0
CHLOÀ,48,2.0,1915.0,0
CHLOE,2715,2.0,1915.0,0
CHRIS,405,1.0,1915.0,0
CHRISSY,5,2.0,1915.0,0
CHRISTA,372,2.0,1915.0,0
CHRISTAL,24,2.0,1915.0,0
CHRISTEL,5,2.0,1915.0,0
CHRISTI,5,2.0,1915.0,0
CHRISTIAN,1956,1.0,1915.0,0
CHRISTIANA,16,2.0,1915.0,0
CHRISTIE,494,2.0,1915.0,0
CHRISTIN,10,2.0,1915.0,0
CHRISTINA,5295,2.0,1915.0,10
CHRISTINE,6452,2.0,1915.0,0
CHRISTOPHE,27,1.0,1915.0,6
CHRISTOPHER,19472,1.0,1915.0,0
CHRISTOS,5,1.0,1915.0,0
CHRISTY,478,2.0,1915.0,0
CHRYSTAL,173,2.0,1915.0,0
CHUN,22,1.0,1915.0,0
CIAN,7,1.0,1915.0,0
CIANNA,14,2.0,1915.0,0
CIARA,340,2.0,1915.0,0
CIARAN,5,1.0,1915.0,0
CIENNA,11,2.0,1915.0,0
CIERA,5,2.0,1915.0,0
CIERRA,77,2.0,1915.0,0
CINDY,3295,2.0,1915.0,0
CINDY-LOU,11,2.0,1915.0,0
CLAIRA,11,2.0,1915.0,0
CLAIRE,2159,2.0,1915.0,0
CLARA,1095,2.0,1915.0,21
CLARE,241,2.0,1915.0,0
CLARENCE,881,1.0,1915.0,17
CLARICE,17,2.0,1915.0,6
CLARISSA,132,2.0,1915.0,0
CLARK,200,1.0,1915.0,0
CLAUDE,78,1.0,1915.0,0
CLAUDETTE,34,2.0,1915.0,0
CLAUDIA,620,2.0,1915.0,0
CLAUDIO,33,1.0,1915.0,0
CLAY,72,1.0,1915.0,0
CLAYTON,2291,1.0,1915.0,0
CLEMENT,16,1.0,1915.0,0
CLEO,35,2.0,1915.0,0
CLIFFORD,2154,1.0,1915.0,16
CLIFTON,21,1.0,1915.0,0
CLINT,302,1.0,1915.0,0
CLINTON,1146,1.0,1915.0,0
CLIVE,39,1.0,1915.0,0
CLOE,15,2.0,1915.0,0
CLYDE,106,1.0,1915.0,0
COBY,18,1.0,1915.0,0
COCO,38,2.0,1915.0,0
CODEY,5,1.0,1915.0,0
CODI,5,2.0,1915.0,0
CODIE,6,1.0,1915.0,0
CODY,3655,1.0,1915.0,0
COEN,108,1.0,1915.0,0
COHEN,544,1.0,1915.0,0
COLBY,782,1.0,1915.0,0
COLBY,5,2.0,1915.0,0
COLE,3102,1.0,1915.0,0
COLEEN,162,2.0,1915.0,0
COLEMAN,14,1.0,1915.0,0
COLETON,45,1.0,1915.0,0
COLETTE,217,2.0,1915.0,0
COLIN,4598,1.0,1915.0,11
COLLEEN,3573,2.0,1915.0,0
COLLETTE,5,2.0,1915.0,0
COLLIN,401,1.0,1915.0,0
COLT,10,1.0,1915.0,0
COLTEN,233,1.0,1915.0,0
COLTER,15,1.0,1915.0,0
COLTIN,18,1.0,1915.0,0
COLTON,1621,1.0,1915.0,0
CONAN,5,1.0,1915.0,0
CONNER,390,1.0,1915.0,0
CONNIE,1030,2.0,1915.0,0
CONNOR,3322,1.0,1915.0,0
CONOR,329,1.0,1915.0,0
CONRAD,357,1.0,1915.0,0
CONSTANCE,930,2.0,1915.0,20
CONSTANTINE,5,1.0,1915.0,0
COOPER,661,1.0,1915.0,0
CORA,329,2.0,1915.0,0
CORAL,200,2.0,1915.0,0
CORALEE,27,2.0,1915.0,0
CORALIE,5,2.0,1915.0,0
CORALINE,6,2.0,1915.0,0
CORBAN,5,1.0,1915.0,0
CORBIN,383,1.0,1915.0,0
CORDELIA,6,2.0,1915.0,0
CORDELL,21,1.0,1915.0,0
COREEN,69,2.0,1915.0,0
CORENE,5,2.0,1915.0,0
COREY,1719,1.0,1915.0,0
COREY,11,2.0,1915.0,0
CORI,64,2.0,1915.0,0
CORINA,199,2.0,1915.0,0
CORINNA,226,2.0,1915.0,0
CORINNE,889,2.0,1915.0,0
CORNELIA,99,2.0,1915.0,0
CORNELIS,11,1.0,1915.0,0
CORNELIUS,15,1.0,1915.0,0
CORRIE,87,2.0,1915.0,0
CORRINA,161,2.0,1915.0,0
CORRINE,206,2.0,1915.0,0
CORRY,17,2.0,1915.0,0
CORTNEY,10,2.0,1915.0,0
CORY,2143,1.0,1915.0,0
CORY,22,2.0,1915.0,0
COURTENAY,229,2.0,1915.0,0
COURTENEY,17,2.0,1915.0,0
COURTNAY,5,2.0,1915.0,0
COURTNEY,19,1.0,1915.0,0
COURTNEY,2432,2.0,1915.0,0
CRAIG,3461,1.0,1915.0,0
CRISTIAN,35,1.0,1915.0,0
CRISTIANO,34,1.0,1915.0,0
CRISTIN,5,2.0,1915.0,0
CRISTINA,257,2.0,1915.0,0
CRISTINE,5,2.0,1915.0,0
CROSBY,14,1.0,1915.0,0
CRUZ,164,1.0,1915.0,0
CRYSTAL,3055,2.0,1915.0,0
CULLEN,18,1.0,1915.0,0
CURT,29,1.0,1915.0,0
CURTIS,2761,1.0,1915.0,0
CYDNEY,5,2.0,1915.0,0
CYNTHIA,3238,2.0,1915.0,0
CYPRESS,6,2.0,1915.0,0
CYRIL,324,1.0,1915.0,13
CYRUS,282,1.0,1915.0,0
D'ARCY,59,1.0,1915.0,0
DAEMON,6,1.0,1915.0,0
DAHLIA,51,2.0,1915.0,0
DAINA,14,2.0,1915.0,0
DAISY,360,2.0,1915.0,9
DAKODA,6,1.0,1915.0,0
DAKOTA,671,1.0,1915.0,0
DAKOTA,343,2.0,1915.0,0
DALE,2991,1.0,1915.0,0
DALE,339,2.0,1915.0,0
DALEN,5,1.0,1915.0,0
DALIA,5,2.0,1915.0,0
DALJIT,11,1.0,1915.0,0
DALLAS,875,1.0,1915.0,0
DALLAS,205,2.0,1915.0,0
DALLIN,6,1.0,1915.0,0
DALTON,336,1.0,1915.0,0
DAMIAN,536,1.0,1915.0,0
DAMIEN,488,1.0,1915.0,0
DAMION,5,1.0,1915.0,0
DAMON,594,1.0,1915.0,0
DAN,142,1.0,1915.0,0
DANA,336,1.0,1915.0,0
DANA,1588,2.0,1915.0,0
DANAE,68,2.0,1915.0,0
DANE,430,1.0,1915.0,0
DANELLE,10,2.0,1915.0,0
DANETTE,13,2.0,1915.0,0
DANI,10,2.0,1915.0,0
DANIA,5,2.0,1915.0,0
DANIAL,72,1.0,1915.0,0
DANICA,781,2.0,1915.0,0
DANIEL,17457,1.0,1915.0,11
DANIELA,249,2.0,1915.0,0
DANIELE,5,1.0,1915.0,0
DANIELLA,255,2.0,1915.0,0
DANIELLE,4391,2.0,1915.0,0
DANIKA,563,2.0,1915.0,0
DANILO,5,1.0,1915.0,0
DANNIELLE,5,2.0,1915.0,0
DANNY,1562,1.0,1915.0,0
DANT…,6,1.0,1915.0,0
DANTE,289,1.0,1915.0,0
DANYA,6,2.0,1915.0,0
DAPHNE,682,2.0,1915.0,5
DARA,28,2.0,1915.0,0
DARBY,5,1.0,1915.0,0
DARBY,54,2.0,1915.0,0
DARCI,35,2.0,1915.0,0
DARCIE,148,2.0,1915.0,0
DARCY,1358,1.0,1915.0,0
DARCY,336,2.0,1915.0,0
DAREN,76,1.0,1915.0,0
DARIA,16,2.0,1915.0,0
DARIAN,260,1.0,1915.0,0
DARIAN,67,2.0,1915.0,0
DARIEN,86,1.0,1915.0,0
DARIN,379,1.0,1915.0,0
DARIO,28,1.0,1915.0,0
DARION,18,1.0,1915.0,0
DARIUS,301,1.0,1915.0,0
DARLA,202,2.0,1915.0,0
DARLEEN,117,2.0,1915.0,0
DARLENE,2874,2.0,1915.0,0
DARLINE,6,2.0,1915.0,0
DARLYNE,10,2.0,1915.0,0
DARNELL,37,1.0,1915.0,0
DARRAH,7,2.0,1915.0,0
DARREL,288,1.0,1915.0,0
DARRELL,1254,1.0,1915.0,0
DARREN,4229,1.0,1915.0,0
DARRIEN,5,1.0,1915.0,0
DARRIN,328,1.0,1915.0,0
DARRYL,1553,1.0,1915.0,0
DARWIN,140,1.0,1915.0,0
DARYA,5,2.0,1915.0,0
DARYL,1471,1.0,1915.0,0
DARYL,11,2.0,1915.0,0
DARYLE,17,1.0,1915.0,0
DARYLL,6,1.0,1915.0,0
DARYN,7,1.0,1915.0,0
DASHA,5,2.0,1915.0,0
DAVE,71,1.0,1915.0,0
DAVID,35629,1.0,1915.0,64
DAVIN,151,1.0,1915.0,0
DAVINA,19,2.0,1915.0,0
DAVINDER,20,1.0,1915.0,0
DAVINDER,5,2.0,1915.0,0
DAVIS,233,1.0,1915.0,0
DAVYN,5,1.0,1915.0,0
DAWN,2555,2.0,1915.0,0
DAWNA,82,2.0,1915.0,0
DAWNE,55,2.0,1915.0,0
DAWSON,776,1.0,1915.0,0
DAX,65,1.0,1915.0,0
DAXON,5,1.0,1915.0,0
DAXTON,59,1.0,1915.0,0
DAYA,6,1.0,1915.0,0
DAYA,11,2.0,1915.0,0
DAYLAN,5,1.0,1915.0,0
DAYLE,18,2.0,1915.0,0
DAYLEN,6,1.0,1915.0,0
DAYNA,398,2.0,1915.0,0
DAYNE,28,1.0,1915.0,0
DAYTON,594,1.0,1915.0,0
DEACON,40,1.0,1915.0,0
DEAN,3014,1.0,1915.0,0
DEANA,131,2.0,1915.0,0
DEANNA,1907,2.0,1915.0,0
DEANNE,195,2.0,1915.0,0
DEBBIE,1079,2.0,1915.0,0
DEBBRA,39,2.0,1915.0,0
DEBBY,35,2.0,1915.0,0
DEBORA,305,2.0,1915.0,0
DEBORAH,5958,2.0,1915.0,0
DEBORRAH,5,2.0,1915.0,0
DEBRA,3709,2.0,1915.0,0
DEBRAH,19,2.0,1915.0,0
DECLAN,642,1.0,1915.0,0
DEEGAN,17,1.0,1915.0,0
DEENA,70,2.0,1915.0,0
DEEPAK,36,1.0,1915.0,0
DEIDRA,5,2.0,1915.0,0
DEIDRE,83,2.0,1915.0,0
DEIRDRE,141,2.0,1915.0,0
DEKLAN,11,1.0,1915.0,0
DELANEY,222,2.0,1915.0,0
DELBERT,55,1.0,1915.0,0
DELILAH,88,2.0,1915.0,0
DELLA,179,2.0,1915.0,0
DELORES,211,2.0,1915.0,0
DEMI,14,2.0,1915.0,0
DENA,138,2.0,1915.0,0
DENEEN,18,2.0,1915.0,0
DENICE,14,2.0,1915.0,0
DENIS,709,1.0,1915.0,7
DENISE,2968,2.0,1915.0,0
DENNIS,4924,1.0,1915.0,0
DENNISE,5,2.0,1915.0,0
DENNY,86,1.0,1915.0,0
DENVER,10,1.0,1915.0,0
DENZEL,10,1.0,1915.0,0
DEREK,4439,1.0,1915.0,0
DERIAN,5,1.0,1915.0,0
DERICK,15,1.0,1915.0,0
DERRICK,826,1.0,1915.0,0
DESARAE,5,2.0,1915.0,0
DESIRAE,46,2.0,1915.0,0
DESIREE,785,2.0,1915.0,0
DESMOND,435,1.0,1915.0,5
DESTIN,5,1.0,1915.0,0
DESTINEE,6,2.0,1915.0,0
DESTINY,421,2.0,1915.0,0
DEVAN,231,1.0,1915.0,0
DEVAN,18,2.0,1915.0,0
DEVEN,27,1.0,1915.0,0
DEVIN,1422,1.0,1915.0,0
DEVIN,6,2.0,1915.0,0
DEVLIN,10,1.0,1915.0,0
DEVON,1589,1.0,1915.0,0
DEVON,509,2.0,1915.0,0
DEVYN,30,1.0,1915.0,0
DEVYN,93,2.0,1915.0,0
DEXTER,291,1.0,1915.0,0
DHRUV,5,1.0,1915.0,0
DIANA,3076,2.0,1915.0,0
DIANE,4592,2.0,1915.0,0
DIANNA,459,2.0,1915.0,0
DIANNE,1628,2.0,1915.0,0
DICK,18,1.0,1915.0,0
DIEGO,247,1.0,1915.0,0
DILLAN,18,1.0,1915.0,0
DILLON,448,1.0,1915.0,0
DILPREET,10,1.0,1915.0,0
DILPREET,17,2.0,1915.0,0
DILRAJ,55,1.0,1915.0,0
DIMITRI,22,1.0,1915.0,0
DIMITRIOS,10,1.0,1915.0,0
DINA,123,2.0,1915.0,0
DINAH,10,2.0,1915.0,0
DINO,139,1.0,1915.0,0
DION,158,1.0,1915.0,0
DIONE,10,2.0,1915.0,0
DIONNE,55,2.0,1915.0,0
DIRK,43,1.0,1915.0,0
DIVYA,10,2.0,1915.0,0
DIXIE,69,2.0,1915.0,0
DIXON,6,1.0,1915.0,0
DIYA,121,2.0,1915.0,0
DOLORES,498,2.0,1915.0,0
DOMENIC,28,1.0,1915.0,0
DOMENICO,79,1.0,1915.0,0
DOMINIC,1194,1.0,1915.0,0
DOMINICK,123,1.0,1915.0,0
DOMINIK,152,1.0,1915.0,0
DOMINIQUE,21,1.0,1915.0,0
DOMINIQUE,241,2.0,1915.0,0
DON,213,1.0,1915.0,0
DONA,86,2.0,1915.0,0
DONALD,13090,1.0,1915.0,83
DONALDA,105,2.0,1915.0,0
DONAVAN,5,1.0,1915.0,0
DONNA,7141,2.0,1915.0,0
DONNIE,5,1.0,1915.0,0
DONNY,12,1.0,1915.0,0
DONOVAN,442,1.0,1915.0,0
DONYA,5,2.0,1915.0,0
DORA,357,2.0,1915.0,9
DORATHY,7,2.0,1915.0,7
DOREEN,2215,2.0,1915.0,21
DORENE,5,2.0,1915.0,0
DORETHY,5,2.0,1915.0,0
DORIAN,161,1.0,1915.0,0
DORIS,1795,2.0,1915.0,61
DOROTHEA,57,2.0,1915.0,11
DOROTHY,5357,2.0,1915.0,144
DORTHY,27,2.0,1915.0,6
DOUGLAS,10531,1.0,1915.0,28
DRAKE,221,1.0,1915.0,0
DRAVEN,6,1.0,1915.0,0
DRAYDEN,24,1.0,1915.0,0
DRE,5,1.0,1915.0,0
DREW,773,1.0,1915.0,0
DREW,80,2.0,1915.0,0
DREYDEN,5,1.0,1915.0,0
DRYDEN,51,1.0,1915.0,0
DUANE,710,1.0,1915.0,0
DUKE,5,1.0,1915.0,0
DUNCAN,1154,1.0,1915.0,0
DUSTEN,5,1.0,1915.0,0
DUSTIN,2936,1.0,1915.0,0
DUSTYN,5,1.0,1915.0,0
DWAIN,22,1.0,1915.0,0
DWAINE,6,1.0,1915.0,0
DWAYNE,928,1.0,1915.0,0
DWIGHT,180,1.0,1915.0,0
DYLAN,4883,1.0,1915.0,0
DYLAN,87,2.0,1915.0,0
DYLLAN,38,1.0,1915.0,0
DYLON,15,1.0,1915.0,0
EAMON,12,1.0,1915.0,0
EARL,1080,1.0,1915.0,17
EARLE,33,1.0,1915.0,0
EARNEST,35,1.0,1915.0,5
EASON,26,1.0,1915.0,0
EASTON,260,1.0,1915.0,0
EBONY,10,2.0,1915.0,0
EDDIE,46,1.0,1915.0,0
EDDY,6,1.0,1915.0,0
EDEN,16,1.0,1915.0,0
EDEN,377,2.0,1915.0,0
EDGAR,312,1.0,1915.0,10
EDIE,6,2.0,1915.0,0
EDISON,52,1.0,1915.0,0
EDITH,1617,2.0,1915.0,71
EDMOND,125,1.0,1915.0,0
EDMUND,203,1.0,1915.0,6
EDNA,1080,2.0,1915.0,38
EDRIC,5,1.0,1915.0,0
EDWARD,7950,1.0,1915.0,94
EDWIN,1298,1.0,1915.0,22
EDYTHE,5,2.0,1915.0,0
EFFIE,24,2.0,1915.0,0
EHREN,5,1.0,1915.0,0
EIKO,31,2.0,1915.0,0
EILA,5,2.0,1915.0,0
EILEEN,1796,2.0,1915.0,36
EILIDH,5,2.0,1915.0,0
EILISH,7,2.0,1915.0,0
EISHA,7,2.0,1915.0,0
EKAM,60,1.0,1915.0,0
EKAM,26,2.0,1915.0,0
EKAMJOT,5,1.0,1915.0,0
EKNOOR,27,2.0,1915.0,0
ELAINA,53,2.0,1915.0,0
ELAINE,2536,2.0,1915.0,0
ELANA,10,2.0,1915.0,0
ELDON,41,1.0,1915.0,0
ELEANOR,1519,2.0,1915.0,26
ELEANORE,5,2.0,1915.0,0
ELENA,477,2.0,1915.0,0
ELENI,16,2.0,1915.0,0
ELI,771,1.0,1915.0,0
ELIANA,151,2.0,1915.0,0
ELIANNA,16,2.0,1915.0,0
ELIAS,474,1.0,1915.0,0
ELICIA,5,2.0,1915.0,0
ELIJAH,1223,1.0,1915.0,0
ELIN,6,2.0,1915.0,0
ELINA,56,2.0,1915.0,0
ELINOR,20,2.0,1915.0,0
ELIOT,7,1.0,1915.0,0
ELISA,289,2.0,1915.0,0
ELISABETH,462,2.0,1915.0,0
ELISE,672,2.0,1915.0,5
ELISHA,242,2.0,1915.0,0
ELISSA,107,2.0,1915.0,0
ELIZA,196,2.0,1915.0,0
ELIZABETH,10660,2.0,1915.0,87
ELIZEBETH,16,2.0,1915.0,0
ELLA,2251,2.0,1915.0,12
ELLE,129,2.0,1915.0,0
ELLEN,1667,2.0,1915.0,22
ELLERY,5,2.0,1915.0,0
ELLIA,5,2.0,1915.0,0
ELLIANA,29,2.0,1915.0,0
ELLIANNA,16,2.0,1915.0,0
ELLIE,338,2.0,1915.0,0
ELLIOT,446,1.0,1915.0,0
ELLIOT,15,2.0,1915.0,0
ELLIOTT,329,1.0,1915.0,0
ELLIOTT,21,2.0,1915.0,0
ELLIS,35,1.0,1915.0,0
ELLY,16,2.0,1915.0,0
ELMA,5,2.0,1915.0,5
ELMER,279,1.0,1915.0,10
ELODIE,25,2.0,1915.0,0
ELOISE,67,2.0,1915.0,0
ELORA,5,2.0,1915.0,0
ELSA,123,2.0,1915.0,0
ELSIE,1148,2.0,1915.0,36
ELTON,7,1.0,1915.0,0
ELVA,22,2.0,1915.0,0
ELVIN,5,1.0,1915.0,0
ELVIS,20,1.0,1915.0,0
ELYSE,244,2.0,1915.0,0
ELYSIA,35,2.0,1915.0,0
ELYSSA,21,2.0,1915.0,0
EMBER,61,2.0,1915.0,0
EMELIA,43,2.0,1915.0,0
EMERALD,11,2.0,1915.0,0
EMERSON,166,1.0,1915.0,0
EMERSON,117,2.0,1915.0,0
EMERSYN,31,2.0,1915.0,0
EMERY,30,1.0,1915.0,0
EMERY,72,2.0,1915.0,0
EMI,14,2.0,1915.0,0
EMIKO,64,2.0,1915.0,0
EMIL,5,1.0,1915.0,0
EMILE,6,1.0,1915.0,0
EMILEE,69,2.0,1915.0,0
EMILIA,208,2.0,1915.0,0
EMILIE,334,2.0,1915.0,0
EMILIO,77,1.0,1915.0,0
EMILY,8539,2.0,1915.0,10
EMMA,6031,2.0,1915.0,16
EMMA-LEE,27,2.0,1915.0,0
EMMALEE,16,2.0,1915.0,0
EMMANUEL,145,1.0,1915.0,0
EMME,5,2.0,1915.0,0
EMMELINE,15,2.0,1915.0,0
EMMERSON,11,2.0,1915.0,0
EMMET,14,1.0,1915.0,0
EMMETT,313,1.0,1915.0,0
EMMIE,5,2.0,1915.0,0
EMMITT,11,1.0,1915.0,0
EMMY,17,2.0,1915.0,0
ENID,107,2.0,1915.0,10
ENOCH,12,1.0,1915.0,0
ENRICO,6,1.0,1915.0,0
ENZO,80,1.0,1915.0,0
ERIC,6900,1.0,1915.0,27
ERICA,1490,2.0,1915.0,0
ERICH,5,1.0,1915.0,0
ERICK,77,1.0,1915.0,0
ERICKA,5,2.0,1915.0,0
ERIK,1489,1.0,1915.0,0
ERIKA,1109,2.0,1915.0,0
ERIN,53,1.0,1915.0,0
ERIN,4527,2.0,1915.0,0
ERNA,6,2.0,1915.0,0
ERNEST,2368,1.0,1915.0,59
ERNIE,25,1.0,1915.0,0
ERROL,21,1.0,1915.0,0
ERWIN,40,1.0,1915.0,0
ERYN,39,2.0,1915.0,0
ESHA,87,2.0,1915.0,0
ESHAAN,55,1.0,1915.0,0
ESHAN,10,1.0,1915.0,0
ESM…,37,2.0,1915.0,0
ESME,58,2.0,1915.0,0
ESTELLA,6,2.0,1915.0,0
ESTELLE,36,2.0,1915.0,0
ESTHER,1176,2.0,1915.0,18
ETHAN,5119,1.0,1915.0,0
ETHEL,893,2.0,1915.0,44
ETHEN,5,1.0,1915.0,0
ETIENNE,6,1.0,1915.0,0
ETSUKO,5,2.0,1915.0,0
EUAN,26,1.0,1915.0,0
EUGENE,1010,1.0,1915.0,5
EUNICE,189,2.0,1915.0,7
EVA,1753,2.0,1915.0,16
EVAN,3836,1.0,1915.0,0
EVANDER,5,1.0,1915.0,0
EVANGELINE,210,2.0,1915.0,0
EVE,182,2.0,1915.0,0
EVELINA,6,2.0,1915.0,0
EVELINE,10,2.0,1915.0,5
EVELYN,3144,2.0,1915.0,55
EVELYNE,5,2.0,1915.0,0
EVELYNN,20,2.0,1915.0,0
EVER,14,2.0,1915.0,0
EVERETT,321,1.0,1915.0,0
EVERLEE,10,2.0,1915.0,0
EVERLEIGH,46,2.0,1915.0,0
EVERLEY,14,2.0,1915.0,0
EVERLY,72,2.0,1915.0,0
EVIE,42,2.0,1915.0,0
EWAN,231,1.0,1915.0,0
EZEKIEL,87,1.0,1915.0,0
EZRA,249,1.0,1915.0,0
EZRA,5,2.0,1915.0,0
F…LIX,11,1.0,1915.0,0
FABIAN,27,1.0,1915.0,0
FAITH,851,2.0,1915.0,0
FALLON,13,2.0,1915.0,0
FANNY,16,2.0,1915.0,0
FARAH,11,2.0,1915.0,0
FARHAN,10,1.0,1915.0,0
FARON,5,1.0,1915.0,0
FARRAH,106,2.0,1915.0,0
FATEH,36,1.0,1915.0,0
FATIMA,117,2.0,1915.0,0
FAWN,31,2.0,1915.0,0
FAY,204,2.0,1915.0,0
FAYE,313,2.0,1915.0,0
FELICIA,359,2.0,1915.0,0
FELICITY,68,2.0,1915.0,0
FELIX,526,1.0,1915.0,0
FENTON,5,1.0,1915.0,0
FERGUS,16,1.0,1915.0,0
FERN,130,2.0,1915.0,0
FERNE,5,2.0,1915.0,0
FILIP,21,1.0,1915.0,0
FINLAY,90,1.0,1915.0,0
FINLEY,203,1.0,1915.0,0
FINLEY,43,2.0,1915.0,0
FINN,404,1.0,1915.0,0
FINNEGAN,61,1.0,1915.0,0
FINNLEY,54,1.0,1915.0,0
FIONA,1043,2.0,1915.0,0
FISCHER,5,1.0,1915.0,0
FISHER,29,1.0,1915.0,0
FLETCHER,19,1.0,1915.0,0
FLORA,320,2.0,1915.0,10
FLORANCE,15,2.0,1915.0,0
FLORENCE,1877,2.0,1915.0,84
FLOYD,202,1.0,1915.0,0
FLYNN,35,1.0,1915.0,0
FOREST,11,1.0,1915.0,0
FORREST,108,1.0,1915.0,0
FOSTER,10,1.0,1915.0,0
FOX,12,1.0,1915.0,0
FRANCA,10,2.0,1915.0,0
FRANCES,6,1.0,1915.0,0
FRANCES,2929,2.0,1915.0,51
FRANCESCA,228,2.0,1915.0,0
FRANCESCO,162,1.0,1915.0,0
FRANCINE,61,2.0,1915.0,0
FRANCIS,2080,1.0,1915.0,47
FRANCIS,231,2.0,1915.0,14
FRANCO,146,1.0,1915.0,0
FRANK,3546,1.0,1915.0,82
FRANKIE,29,2.0,1915.0,0
FRANKLIN,402,1.0,1915.0,0
FRASER,475,1.0,1915.0,0
FRAZER,5,1.0,1915.0,0
FRED,649,1.0,1915.0,23
FREDA,196,2.0,1915.0,10
FREDDIE,7,1.0,1915.0,0
FREDERIC,52,1.0,1915.0,0
FREDERICK,3397,1.0,1915.0,66
